0x40	[0x40, nil]
0x0	[0x0, nil]
0x3f	[0x3f, nil]
0x4	[0x4, nil]
0x2	[0x2, nil]
0x5	[0x5, nil]
0x7	[0x7, nil]
0x8	[0x8, nil]
0xd	[0xd, nil]
0x13	[0x13, nil]
0x15	[0x15, nil]
0x16	[0x16, nil]
0x1a	[0x1a, nil]
0x1b	[0x1b, nil]
0x1d	[0x1d, nil]
0x25	[0x25, nil]
0x26	[0x26, nil]
0x29	[0x29, nil]
0x2d	[0x2d, nil]
0x2e	[0x2e, nil]
0x2f	[0x2f, nil]
0x34	[0x34, nil]
0x3a	[0x3a, nil]
0x3b	[0x3b, nil]
0x3e	[0x3e, nil]
0x44	[0x44, nil]
0x45	[0x45, nil]
0x46	[0x46, nil]
0x49	[0x49, nil]
0x4a	[0x4a, nil]
0x4b	[0x4b, nil]
0x4e	[0x4e, nil]
0x50	[0x50, nil]
0x52	[0x52, nil]
0x5f	[0x5f, nil]
0x62	[0x62, nil]
0x69	[0x69, nil]
0x6a	[0x6a, nil]
0x6b	[0x6b, nil]
0x70	[0x70, nil]
0x77	[0x77, nil]
0x79	[0x79, nil]
0x7c	[0x7c, nil]
0x7f	[0x7f, nil]
0x80	[0x80, nil]
0x81	[0x81, nil]
0x86	[0x86, nil]
0x8c	[0x8c, nil]
0x8d	[0x8d, nil]
0x94	[0x94, nil]
0x97	[0x97, nil]
0x99	[0x99, nil]
0x9a	[0x9a, nil]
0x9b	[0x9b, nil]
0x9c	[0x9c, nil]
0xa1	[0xa1, nil]
0xaa	[0xaa, nil]
0xab	[0xab, nil]
0xaf	[0xaf, nil]
0xb3	[0xb3, nil]
0xb8	[0xb8, nil]
0xbd	[0xbd, nil]
0xbe	[0xbe, nil]
0xbf	[0xbf, nil]
0xc6	[0xc6, nil]
0xc7	[0xc7, nil]
0xca	[0xca, nil]
0xcc	[0xcc, nil]
0xce	[0xce, nil]
0xcf	[0xcf, nil]
0xdd	[0xdd, nil]
0xdf	[0xdf, nil]
0xe1	[0xe1, nil]
0xe3	[0xe3, nil]
0xe4	[0xe4, nil]
0xeb	[0xeb, nil]
0xed	[0xed, nil]
0xee	[0xee, nil]
0xf1	[0xf1, nil]
0xf3	[0xf3, nil]
0xf4	[0xf4, nil]
0xf7	[0xf7, nil]
0xf8	[0xf8, nil]
0xf9	[0xf9, nil]
0xfa	[0xfa, nil]
0xfd	[0xfd, nil]
0xff	[0xff, nil]
0x104	[0x104, nil]
0x107	[0x107, nil]
0x109	[0x109, nil]
0x10b	[0x10b, nil]
0x10c	[0x10c, nil]
0x10e	[0x10e, nil]
0x114	[0x114, nil]
0x11b	[0x11b, nil]
0x11c	[0x11c, nil]
0x11d	[0x11d, nil]
0x122	[0x122, nil]
0x129	[0x129, nil]
0x12b	[0x12b, nil]
0x12e	[0x12e, nil]
0x131	[0x131, nil]
0x132	[0x132, nil]
0x133	[0x133, nil]
0x138	[0x138, nil]
0x13e	[0x13e, nil]
0x13f	[0x13f, nil]
0x146	[0x146, nil]
0x149	[0x149, nil]
0x14b	[0x14b, nil]
0x14c	[0x14c, nil]
0x14d	[0x14d, nil]
0x14e	[0x14e, nil]
0x153	[0x153, nil]
0x15c	[0x15c, nil]
0x15d	[0x15d, nil]
0x161	[0x161, nil]
0x165	[0x165, nil]
0x16a	[0x16a, nil]
0x16f	[0x16f, nil]
0x170	[0x170, nil]
0x171	[0x171, nil]
0x178	[0x178, nil]
0x179	[0x179, nil]
0x17c	[0x17c, nil]
