0x1e4	0x203	-32
0x311	0x32e	-32
0x5a5	0x5c4	-32
0x13db	0x2f43	0
0x1425	0x2f43	0
0x15fe	0x1633	0
0x15fe	0x1696	32
0x15fe	0x168c	52
0x15fe	0x1686	72
0x15fe	0x1680	76
0x15fe	0x167a	77
0x15fe	0x1674	78
0x15fe	0x166e	79
0x162f	0x1633	-32
0x162f	0x1696	0
0x162f	0x168c	20
0x162f	0x1686	40
0x162f	0x1680	44
0x162f	0x167a	45
0x162f	0x1674	46
0x162f	0x166e	47
0x1758	0x1753	-64
0x1758	0x1759	-32
0xd98V0x365	0x2bc4	0
0xd3f0xde2V0x365	0x2bc4	0
0xeb5V0x3fb	0x2c20	0
0xeb5V0x3fb	0xecdS0x3fb	0
0xe5c0xde2V0x3fb	0x2c20	0
0x12ceV0x55e	0x2e75	0
0x12ceV0x55e	0x12e6S0x55e	0
0x12750x8a3V0x55e	0x2e75	0
0x8cdV0x27b	0x8d1S0x27b	-32
0x8cdV0x27b	0x91fS0x27b	0
0x921V0x27b	0x2ad3	0
0x921V0x27b	0x971S0x27b	0
0x921V0x27b	0x9b4S0x27b	0
0x921V0x27b	0x19b8S0xb0fS0x27b	0
0x980V0x27b	0x2ad3	0
0x980V0x27b	0x9b4S0x27b	0
0x980V0x27b	0x19b8S0xb0fS0x27b	0
0x960V0x27b	0x971S0x27b	0
0xc04V0x2de	0xc12S0x2de	-32
0xc37V0x2de	0xc45S0x2de	-32
0xc7bV0x2de	0xc89S0x2de	-32
0x1e46V0x2de	0x1e39S0x2de	-64
0x1e46V0x2de	0x1e4aS0x2de	-32
0x1f41V0xcefV0x2de	0x2514S0x1fcbS0xcfaS0x2de	0
0x1f41V0xcefV0x2de	0x24f4S0x1fcbS0xcfaS0x2de	32
0x1f41V0xcefV0x2de	0x2503S0x1fcbS0xcfaS0x2de	49
0x1f41V0xcefV0x2de	0x25d4S0xcfaS0x2de	81
0x1f41V0xcefV0x2de	0x2533S0x1fcbS0xcfaS0x2de	81
0x1f41V0xcefV0x2de	0x25c2S0xcfaS0x2de	113
0x1f41V0xcefV0x2de	0x25caS0xcfaS0x2de	134
0x1ee90x1f8bV0xcefV0x2de	0x2514S0x1fcbS0xcfaS0x2de	0
0x1ee90x1f8bV0xcefV0x2de	0x24f4S0x1fcbS0xcfaS0x2de	32
0x1ee90x1f8bV0xcefV0x2de	0x2503S0x1fcbS0xcfaS0x2de	49
0x1ee90x1f8bV0xcefV0x2de	0x25d4S0xcfaS0x2de	81
0x1ee90x1f8bV0xcefV0x2de	0x2533S0x1fcbS0xcfaS0x2de	81
0x1ee90x1f8bV0xcefV0x2de	0x25c2S0xcfaS0x2de	113
0x1ee90x1f8bV0xcefV0x2de	0x25caS0xcfaS0x2de	134
0x1b9cV0xc5eV0x2de	0x217fS0x1bc7S0xc5eS0x2de	-32
0x1b9cV0xc5eV0x2de	0x21a5S0x1bc7S0xc5eS0x2de	0
