0x0	__function_selector__
0xf8	setPaused(bool)
0x118	renouncePauzer()
0x12d	getProxyOwner()
0x158	storageRead(bytes32)
0x185	getPauzer()
0x19a	bytes32ToAddress(bytes32)
0x1ba	getPaused()
0x1dc	addressToBytes32(address)
0x1fc	setPauzer(address)
0x21c	readAddress(bytes32)
0x23c	getImplementation()
0x251	readBool(bytes32)
0x271	setProxyOwner(address)
0x291	setImplementation(address)
0x30e	0x30e
0x39c	0x39c
0x40d	0x40d
0x426	0x426
0x42a	0x42a
0x43e	0x43e
0x441	0x441
0x455	0x455
0x461	0x461
0x4d1	0x4d1
0x4e5	0x4e5
0x4f9	0x4f9
0x50d	0x50d
0x561	0x561
0x5f0	0x5f0
0x615	0x615
0x622	0x622
0x626	0x626
0x654	0x654
0x674	0x674
0x68c	0x68c
0x6a2	0x6a2
0x6b9	0x6b9
0x6d0	0x6d0
0x717	0x717
0x761	0x761
0xfdc	()
0xfdc	fallback()
