0x0	0
0x3f	2
0xd	0
0x55	2
0x7b	3
0x7b	4
0xb7	5
0xb7	6
0xdd	7
0x100	8
0x120	9
0x135	9
0x135	10
0x160	11
0x18d	12
0x1a2	13
0x1c2	14
0x1e4	15
0x204	16
0x224	17
0x244	18
0x259	19
0x279	20
0x299	21
0x2e40x0	23
0x2e40x0	24
0x2e40xfdc	23
0x2e40xfdc	24
0xe1	7
0x7f	4
0x59	2
0x59	3
0xf0	7
0xbb	6
0x104	8
0x892	70
0x892	71
0x113	8
0x113	9
0x124	9
0x8b3	71
0x8b3	72
0x139	10
0x164	11
0x173	11
0x173	12
0x191	12
0x191	13
0x1a6	13
0x1a6	14
0x1c6	14
0x1e8	15
0x1e8	16
0x1f7	16
0x208	16
0x208	17
0x94c	76
0x94c	77
0x217	17
0x228	17
0x228	18
0x237	18
0x248	18
0x248	19
0x25d	19
0x26c	20
0x27d	20
0x27d	21
0x96d	77
0x96d	78
0x28c	21
0x29d	21
0x29d	22
0x98e	78
0x98e	79
0x2ac	22
0xfdc	7
0xf8	8
0x118	9
0x12d	9
0x158	11
0x185	12
0x19a	13
0x1ba	14
0x1dc	15
0x1fc	16
0x21c	17
0x23c	18
0x251	19
0x271	20
0x291	21
0x1e	0
0x1e	1
0x29	1
0x34	1
0x34	2
0x4a	2
0x65	3
0x70	3
0x8b	4
0x96	4
0x96	5
0xa1	5
0xac	5
0xc7	6
0xd2	6
0xd2	7
0x5c90x0	47
0x5c90x0	48
0x5c90xfdc	47
0x5c90xfdc	48
0x5b50x0	47
0x5b50xfdc	47
0x3040x0	24
0x3040x0	25
0x3040xfdc	24
0x3040xfdc	25
0x2de0x0	23
0x2de0xfdc	23
0x2b10x0	22
0x2b10xfdc	22
0x1cf0x1ba	14
0x1cf0x1ba	15
0x1cf0x251	14
0x1cf0x251	15
0x1780x158	12
0x1780x1dc	12
0x1420x12d	10
0x1420x185	10
0x1420x19a	10
0x1420x21c	10
0x1420x23c	10
0xeee0x0	123
0xeee0x0	124
0xeee0x0	125
0xeee0xfdc	123
0xeee0xfdc	124
0xeee0xfdc	125
0x9e90x0	81
0x9e90x0	82
0x9e90x0	83
0x9e90xfdc	81
0x9e90xfdc	82
0x9e90xfdc	83
0x9af0x0	79
0x9af0x0	80
0x9af0x0	81
0x9af0xfdc	79
0x9af0xfdc	80
0x9af0xfdc	81
0x9240x1ba	75
0x9240x1ba	76
0x9240x251	75
0x9240x251	76
0x8fc0x158	74
0x8fc0x158	75
0x8fc0x1dc	74
0x8fc0x1dc	75
0x8d40x12d	72
0x8d40x12d	73
0x8d40x12d	74
0x8d40x185	72
0x8d40x185	73
0x8d40x185	74
0x8d40x19a	72
0x8d40x19a	73
0x8d40x19a	74
0x8d40x21c	72
0x8d40x21c	73
0x8d40x21c	74
0x8d40x23c	72
0x8d40x23c	73
0x8d40x23c	74
0x7b00x0	63
0x7b00x0	64
0x7b00x0	65
0x7b00xfdc	63
0x7b00xfdc	64
0x7b00xfdc	65
0x70e0x158	58
0x70e0x1dc	58
0x7030x1ba	57
0x7030x1ba	58
0x7030x251	57
0x7030x251	58
0x6ef0x12d	57
0x6ef0x185	57
0x6ef0x19a	57
0x6ef0x21c	57
0x6ef0x23c	57
0x1b50x19a	14
0x654B0x104	52
0x665B0x104	52
0x665B0x104	53
0x674B0x164	53
0x685B0x164	53
0x685B0x164	54
0x426B0x173	34
0x674B0x1a6	53
0x685B0x1a6	53
0x685B0x1a6	54
0x626B0x1e8	50
0x626B0x1e8	51
0x637B0x1e8	51
0x455B0x1f7	35
0x455B0x1f7	36
0x626B0x208	50
0x626B0x208	51
0x637B0x208	51
0x674B0x228	53
0x685B0x228	53
0x685B0x228	54
0x674B0x25d	53
0x685B0x25d	53
0x685B0x25d	54
0x626B0x27d	50
0x626B0x27d	51
0x637B0x27d	51
0x626B0x29d	50
0x626B0x29d	51
0x637B0x29d	51
0x6b9B0x2b10x0	55
0x6b9B0x2b10x0	56
0x6b9B0x2b10xfdc	55
0x6b9B0x2b10xfdc	56
0x6d0B0x5b50x0	56
0x6d0B0x5b50x0	57
0x6d0B0x5b50xfdc	56
0x6d0B0x5b50xfdc	57
0x4d1B0x237	39
0x4d1B0x237	40
0x1b50x4d1B0x237	14
0x426B0x4d1B0x237	34
0x4f9B0x26c	41
0x506B0x26c	41
0x426B0x4f9B0x26c	34
0x4f9B0x9af0x0	41
0x506B0x9af0x0	41
0x426B0x4f9B0x9af0x0	34
0x4f9B0x9af0xfdc	41
0x506B0x9af0xfdc	41
0x426B0x4f9B0x9af0xfdc	34
0x4d1B0xeee0x0	39
0x4d1B0xeee0x0	40
0x1b50x4d1B0xeee0x0	14
0x426B0x4d1B0xeee0x0	34
0x4d1B0xeee0xfdc	39
0x4d1B0xeee0xfdc	40
0x1b50x4d1B0xeee0xfdc	14
0x426B0x4d1B0xeee0xfdc	34
0x354B0x113	27
0x354B0x113	28
0x30eB0x113	25
0x33bB0x113	26
0x33bB0x113	27
0xa32B0x113	84
0xa32B0x113	85
0xa32B0x113	86
0x36bB0x113	28
0xa6cB0x113	86
0xa6cB0x113	87
0x37dB0x113	28
0x37dB0x113	29
0x761B0x354B0x113	60
0x761B0x354B0x113	61
0x761B0x354B0x113	62
0x761B0x354B0x113	63
0x6a2B0x30eB0x113	54
0x6a2B0x30eB0x113	55
0x6b9B0x36bB0x113	55
0x6b9B0x36bB0x113	56
0x4d1B0xa32B0x113	39
0x4d1B0xa32B0x113	40
0x1b50x4d1B0xa32B0x113	14
0x426B0x4d1B0xa32B0x113	34
0x5f7B0x37dB0x113	49
0x5f0B0x37dB0x113	49
0x606B0x37dB0x113	49
0x606B0x37dB0x113	50
0x601B0x37dB0x113	49
0x3c7B0x124	31
0x39cB0x124	29
0x39cB0x124	30
0x3aeB0x124	30
0x3aeB0x124	31
0xab6B0x124	88
0xab6B0x124	89
0xab6B0x124	90
0x3deB0x124	31
0x3deB0x124	32
0xaf0B0x124	90
0xaf0B0x124	91
0x3f0B0x124	32
0x3f0B0x124	33
0x761B0x3c7B0x124	60
0x761B0x3c7B0x124	61
0x761B0x3c7B0x124	62
0x761B0x3c7B0x124	63
0x6a2B0x39cB0x124	54
0x6a2B0x39cB0x124	55
0x6a2B0x3deB0x124	54
0x6a2B0x3deB0x124	55
0x615B0x3f0B0x124	50
0x4550x615B0x3f0B0x124	35
0x4550x615B0x3f0B0x124	36
0x4d1B0xab6B0x124	39
0x4d1B0xab6B0x124	40
0x1b50x4d1B0xab6B0x124	14
0x426B0x4d1B0xab6B0x124	34
0x40dB0x139	33
0x40dB0x139	34
0xb5dB0x139	93
0xb5dB0x139	94
0xb5dB0x139	95
0x68cB0x40dB0x139	54
0x4d1B0xb5dB0x139	39
0x4d1B0xb5dB0x139	40
0x1b50x4d1B0xb5dB0x139	14
