0x0	0xc
0x1a	0x2b
0x5d7	0x618
0x661	0x6a8
0x77b	0x791
0x7d2	0x7e0
0xa21	0xa6c
0x13c8	0x13d5
0x1eef	0x1efc
0x10	0x1a
0xde	0xea
0x97	0xa3
0x71	0x7d
0x14b	0x157
0x125	0x131
0x398	0x3ab
0xb26	0xb39
0x2604	0x2615
0x156c	0x157f
0x3cb	0x3e6
0x3fd	0x412
0x416	0x458
0x45c	0x467
0x494	0x4e4
0x100	0x10b
0x4e8	0x4f3
0x52a	0x57a
0x2899	0x28a5
0x57e	0x589
0x5c0	0x5cc
0x5d1	0x5d7
0x769	0x772
0x61c	0x627
0x654	0x661
0x6c5	0x705
0x6ac	0x6b7
0x6c0	0x6c5
0x709	0x714
0x741	0x74a
0x766	0x769
0x1a49	0x1a750x1a49
0x775	0x77b
0xa8c	0xa90
0x36	0x41
0x798	0x7b2
0x7c1	0x7c7
0x801	0x80c
0x28f8	0x2905
0x7c7	0x7d2
0x871	0x885
0x889	0x894
0x8c1	0x8ca
0x99c	0x9de
0x8fe	0x914
0x918	0x923
0x950	0x95a
0x99a	0x99c
0x9e2	0x9ed
0xa1a	0xa21
0xa89	0xa8c
0xa70	0xa7b
0xa84	0xa89
0xb50	0xb6b
0x1104	0x1109
0x1120	0x112a
0x1161	0x116f
0x11b3	0x11bb
0x28b1	0x28bc
0x1235	0x123f
0x11ca	0x11d3
0x11da	0x11ff
0x1206	0x1235
0x12cf	0x12d4
0x135c	0x1361
0x1378	0x1393
0x13b8	0x13bd
0x1f45	0x1f92
0x202b	0x2033
0x13bd	0x13c8
0x146b	0x1470
0x14d0	0x14d5
0x1596	0x15b1
0x15c8	0x15d5
0x161c	0x162b
0x1ab1	0x1ad40x1ab1
0x16ca	0x1718
0x171c	0x1727
0x1754	0x175e
0x1ee3	0x1ee6
0x1f03	0x1f16
0x1ee6	0x1eef
0x1f96	0x1fa1
0x1fce	0x1fdf
0x20b4	0x20b9
0x207a	0x2085
0x20b2	0x20b4
0x41	0x4c
0x1e5d	0x1ea5
0xc4	0xcf
0x2b	0x36
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0x88	0x93
0xa3	0xae
0xae	0xb9
0xb9	0xc4
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x10b	0x116
0x116	0x121
0x131	0x13c
0x13c	0x147
0x157	0x162
0x162	0x16d
0x16d	0x178
0x178	0x183
0x183	0x38e9
0x5cc	0x5d1
0x772	0x775
0x7b2	0x7c1
0x2033	0x2076
0x21c20x1a49	0x21c70x1a49
0x21a40x1a49	0x21af0x1a49
0x1b960x1e5d	0x1b9b0x1e5d
0x1b760x1e5d	0x1b890x1e5d
0x1b190x1e5d	0x1b3a0x1e5d
0x1ab10x193	0x1ad40x193
0x1b890x1e5d	0x1b960x1e5d
0x1a50x19d	0x1b90x19d
0x1a50x1d5	0x1b90x1d5
0x1a50x211	0x1b90x211
0x1a50x224	0x1b90x224
0x1a50x237	0x1b90x237
0x1a50x316	0x1b90x316
0x1a50x36a	0x1b90x36a
0x26acB0x470	0x26baB0x470
0x26acB0x4fc	0x26baB0x4fc
0x26acB0x592	0x26baB0x592
0x26acB0x630	0x26baB0x630
0x26acB0x71d	0x26baB0x71d
0x26d9B0x2725	0x26e2B0x2725
0x26c5B0x2725	0x26d9B0x2725
0x26acB0x89d	0x26baB0x89d
0x26d9B0x274f	0x26e2B0x274f
0x26c5B0x274f	0x26d9B0x274f
0x26acB0x92c	0x26baB0x92c
0x26acB0x9f6	0x26baB0x9f6
0x1c7eB0xb82	0x1c870x1c7eB0xb82
0x1d240x1c7eB0xb82	0x1d790x1c7eB0xb82
0x1d7d0x1c7eB0xb82	0x1d880x1c7eB0xb82
0x26acB0x1730	0x26baB0x1730
0x26acB0x208e	0x26baB0x208e
0x296bB0x2619	0x297cB0x2619
0x296bB0x2624	0x297cB0x2624
0x2693B0x2aa	0x26a1B0x2aa
0x2693B0x331	0x26a1B0x331
0x2683B0x21af0x1a49	0x268fB0x21af0x1a49
0x2671B0x21af0x1a49	0x267fB0x21af0x1a49
0xabcB0x1d0	0xac1B0x1d0
0x1b19B0xad8B0x1d0	0x1b3a0x1b19B0xad8B0x1d0
0x1b760x1b19B0xad8B0x1d0	0x1b890x1b19B0xad8B0x1d0
0x1b890x1b19B0xad8B0x1d0	0x1b960x1b19B0xad8B0x1d0
0x1b960x1b19B0xad8B0x1d0	0x1b9b0x1b19B0xad8B0x1d0
0xaeeB0x20c	0xaf3B0x20c
0xc4bB0x28a	0xc89B0x28a
0xc8dB0x28a	0xc98B0x28a
0x26acB0xca1B0x28a	0x26baB0xca1B0x28a
0xd38B0x29d	0xd47B0x29d
0xdbeB0x29d	0xdc9B0x29d
0xcd4B0x29d	0xcd9B0x29d
0xcf0B0x29d	0xd01B0x29d
0xd09B0x29d	0xd0eB0x29d
0xd25B0x29d	0xd38B0x29d
0xdb7B0x29d	0xdbeB0x29d
0xd01B0x29d	0xd09B0x29d
0x197cB0x393	0x198bB0x393
0x1a32B0x393	0x1a3dB0x393
0x1918B0x393	0x191dB0x393
0x1934B0x393	0x1945B0x393
0x194dB0x393	0x1952B0x393
0x1969B0x393	0x197cB0x393
0x1a2bB0x393	0x1a32B0x393
0x1945B0x393	0x194dB0x393
0x2439B0x1faa	0x2447B0x1faa
0x296bB0x244bB0x1faa	0x297cB0x244bB0x1faa
0x2456B0x1c2	0x2465B0x1c2
0x296bB0x2469B0x1c2	0x297cB0x2469B0x1c2
0x296bB0x2474B0x1c2	0x297cB0x2474B0x1c2
0x241cB0x1d5	0x242aB0x1d5
0x296bB0x242eB0x1d5	0x297cB0x242eB0x1d5
0x2645B0x1fe	0x2654B0x1fe
0x296bB0x2658B0x1fe	0x297cB0x2658B0x1fe
0x2645B0x24a	0x2654B0x24a
0x296bB0x2658B0x24a	0x297cB0x2658B0x24a
0xb99B0x274	0xbd4B0x274
0x1d99B0xc34B0x274	0x1da8B0xc34B0x274
0x241cB0x27c	0x242aB0x27c
0x296bB0x242eB0x27c	0x297cB0x242eB0x27c
0x248fB0x28f	0x24a6B0x28f
0x24d5B0x28f	0x24eeB0x28f
0x24feB0x28f	0x2513B0x28f
0x296bB0x24aaB0x28f	0x297cB0x24aaB0x28f
0x296bB0x24b5B0x28f	0x297cB0x24b5B0x28f
0x296bB0x24c5B0x28f	0x297cB0x24c5B0x28f
0x23e2B0x24f2B0x28f	0x23f6B0x24f2B0x28f
0x23faB0x24f2B0x28f	0x2411B0x24f2B0x28f
0x23d0B0x24f2B0x28f	0x23deB0x24f2B0x28f
0x23e2B0x2517B0x28f	0x23f6B0x2517B0x28f
0x23faB0x2517B0x28f	0x2411B0x2517B0x28f
0x23d0B0x2517B0x28f	0x23deB0x2517B0x28f
0x241cB0x2bd	0x242aB0x2bd
0x296bB0x242eB0x2bd	0x297cB0x242eB0x2bd
0x241cB0x2d0	0x242aB0x2d0
0x296bB0x242eB0x2d0	0x297cB0x242eB0x2d0
0x241cB0x344	0x242aB0x344
0x296bB0x242eB0x344	0x297cB0x242eB0x344
0x182cB0x37d	0x1839B0x37d
0x18cdB0x37d	0x18dbB0x37d
0x17beB0x37d	0x17d1B0x37d
0x17e8B0x37d	0x1803B0x37d
0x181aB0x37d	0x1821B0x37d
0x1840B0x37d	0x1888B0x37d
0x188cB0x37d	0x1897B0x37d
0x18c4B0x37d	0x18cdB0x37d
0x1821B0x37d	0x182cB0x37d
0x1d7d0x17beB0x37d	0x1d880x17beB0x37d
0x1d240x17beB0x37d	0x1d790x17beB0x37d
0x1c7e0x17beB0x37d	0x1c870x17beB0x37d
0x26acB0x18a0B0x37d	0x26baB0x18a0B0x37d
0x2537B0x385	0x2551B0x385
0x2580B0x385	0x2599B0x385
0x25a9B0x385	0x25beB0x385
0x296bB0x2555B0x385	0x297cB0x2555B0x385
0x296bB0x2560B0x385	0x297cB0x2560B0x385
0x296bB0x2570B0x385	0x297cB0x2570B0x385
0x23e2B0x259dB0x385	0x23f6B0x259dB0x385
0x23faB0x259dB0x385	0x2411B0x259dB0x385
0x23d0B0x259dB0x385	0x23deB0x259dB0x385
0x23e2B0x25c2B0x385	0x23f6B0x25c2B0x385
0x23faB0x25c2B0x385	0x2411B0x25c2B0x385
0x23d0B0x25c2B0x385	0x23deB0x25c2B0x385
