0x18e	0x00000000
0x193	0x242241d
0x19d	0xc340a24
0x1c2	0xed57b3a
0x1d5	0xfc3b4c4
0x1fe	0x1072cbea
0x211	0x125f9e33
0x224	0x430bf08a
0x237	0x476062a4
0x24a	0x47e7ef24
0x25d	0x5653b414
0x274	0x5d36b190
0x27c	0x5f515226
0x28f	0x790fcf9f
0x2a2	0x853828b6
0x2aa	0x9136616a
0x2bd	0x9a6acf20
0x2d0	0xaa388af6
0x30e	0xad1728cb
0x316	0xaf1df255
0x329	0xc7af3352
0x331	0xcd3b0212
0x344	0xd38bfff4
0x357	0xd9caed12
0x36a	0xdbe55e56
0x37d	0xde5f6268
0x385	0xee01555d
