0x2ad
0x34e
0x36a
0x3ac
0x3b6
0x587
0x775
0x98e
0x995
0x9b6
0xa45
0xb0f
0xb1c
0xb27
0xb30
0xb8a
0xc56
0xc64
0xd0c
0xd20
0xd59
0xd70
0xd82
0xdee
0xe07
0xe13
0xe51
0xe78
0xe7d
0xe91
0xf22
0xf2e
0xf40
0xf4c
0xf58
0xf62
0xf79
0xfdd
0xfea
0xff4
0x1066
0x106e
0x1073
0x1083
0x1099
0x10e5
0x1174
0x123a
0x12d8
0x1469
0x1496
0x14b8
0x14d1
0x14db
0x14f1
0x14f9
0x1555
0x1560
0x156b
0x158f
0x1669
0x167a
0x1746
0x174f
0x1758
0x1761
0x176a
0x1773
0x177d
0x1787
0x17b6
0x1815
0x18a4
0x1969
0x1971
0x19d3
0x1a79
0x1a89
0x1a94
0x1a9c
0x1ab1
0x1b40
0x1c05
0x1c0d
0x1c21
0x1cb0
0x1d77
0x1dd6
0x1e1a
0x1e31
0x1e3d
0x230b
0x2314
0x2395
0x23b9
0x2549
0x2616
0x262b
0x263c
0x2650
0x2664
0x2679
0x26a3
0x26e2
0x282c
0x2856
0x2875
0x2880
0x288c
0x2916
0x2920
0x292f
0x2951
0x2a24
0x2b0f
0x2b57
0x2be6
0x2cad
0x2cc2
0x2cda
0x2cfd
0x2d11
0x2d2c
0x30ab
0x30e0
0x325b
0x3287
0x3414
0x35fc
0x3612
0x36c0
0x36d0
0x36db
0x36e8
0x36fb
0x3709
0x3720
0x3896
0x38f7
0x390a
0x3913
0x3bd6
0x3dea
0x3e16
