0x0	__function_selector__
0x154	()
0x154	fallback()
0x159	calculatePlatformFee(uint256)
0x19a	verifyPlacement(bytes32)
0x24e	setTimeoutThreshold(uint256)
0x27b	RATE_PRECISION()
0x2a6	placeBatch(address,bytes32[],uint256,bytes32[])
0x33f	unpause()
0x356	setFeeRate(uint256)
0x383	implementation()
0x3da	paused()
0x409	pricing()
0x460	place(address,bytes32,uint256,bytes32[])
0x4ef	pause()
0x506	owner()
0x55d	refund(address,address,bytes32)
0x5ce	releaseBatch(address,address,bytes32[],bytes32[])
0x67d	timeoutThreshold()
0x6a8	release(address,address,bytes32)
0x719	verifyBatch(address,address,bytes32[])
0x817	platformAddress()
0x86e	refundBatch(address,address,bytes32[])
0x8e9	verify(address,address,bytes32)
0x9dd	platformFeeRate()
0xa08	transferOwnership(address)
0xa4b	initialize(address,address,address,address)
0xaee	calculatePlacementId(address,address,bytes32[])
0xbb0	token()
0xc07	0xc07
0xc69	0xc69
0xfbc	0xfbc
0x1823	0x1823
0x1854	0x1854
0x196f	0x196f
0x19e7	0x19e7
0x1f2c	0x1f2c
0x1fa4	0x1fa4
0x2217	0x2217
0x2564	0x2564
0x25bb	0x25bb
0x2930	0x2930
0x298f	0x298f
0x2a07	0x2a07
0x2c4c	0x2c4c
0x2cda	0x2cda
0x2d31	0x2d31
0x3554	0x3554
0x380c	0x380c
0x3884	0x3884
0x389a	0x389a
0x38d2	0x38d2
0x38ee	0x38ee
0x399b	0x399b
0x3d2e	0x3d2e
0x4087	0x4087
0x43f3	0x43f3
0x44e6	0x44e6
0x44f9	0x44f9
0x467f	0x467f
0x4787	0x4787
0x4884	0x4884
0x4afc	0x4afc
0x4bf9	0x4bf9
0x4c12	0x4c12
0x4c5a	0x4c5a
0x4ef5	0x4ef5
0x5006	0x5006
0x510d	0x510d
0x548a	0x548a
0x55e9	0x55e9
0x5a18	0x5a18
