0x13e	0x319
0x1c8	0x3c1
0x90e	0x82
0x911	0x104
0x914	0x133
0x917	0x1bd
0x91a	0x21b
0x91d	0x22e
0x920	0x241
0x923	0x2db
0x42cB0x241	0x3c1
