0x0	__function_selector__
0x77	()
0x77	fallback()
0xc2	upgradeTo(uint256,address)
0xe8	version()
0x10f	implementation()
0x140	upgradeabilityOwner()
0x155	upgradeToAndCall(uint256,address,bytes)
0x179	transferProxyOwnership(address)
0x19a	0x19a
0x1a9	0x1a9
0x1d9	0x1d9
0x1e8	0x1e8
0x250	0x250
