0x0	__function_selector__
0x219	()
0x219	fallback()
0x21e	supportsInterface(bytes4)
0x254	name()
0x2de	getApproved(uint256)
0x312	approve(address,uint256)
0x338	modificationFee()
0x35f	reclaimToken(address)
0x380	totalSupply()
0x395	transferFrom(address,address,uint256)
0x3bf	tokenOfOwnerByIndex(address,uint256)
0x3e3	modifyMetadataHashes(uint256,bytes32,bytes32,bytes32[],bytes)
0x485	isInitialized()
0x49a	unpause()
0x4af	safeTransferFrom(address,address,uint256)
0x4d9	feeRecipient()
0x4ee	exists(uint256)
0x506	tokenByIndex(uint256)
0x51e	setStakeContract(address)
0x53f	0x565862cb
0x560	0x5a0af2e3
0x581	paused()
0x596	ownerOf(uint256)
0x5ae	0x6c53272b
0x5cf	balanceOf(address)
0x5f0	getTokenById(uint256)
0x66b	setFees(address,address,uint256,uint256,uint256)
0x69b	0x83330f8a
0x6bc	pause()
0x6d1	0x8aef383b
0x6f2	owner()
0x707	codexCoin()
0x71c	codexStakeContract()
0x731	symbol()
0x746	setTokenURIPrefix(string)
0x766	setApprovalForAll(address,bool)
0x78c	transferFee()
0x7a1	safeTransferFrom(address,address,uint256,bytes)
0x810	tokenURIPrefix()
0x825	tokenURI(uint256)
0x83d	initializeOwnable(address)
0x85e	creationFee()
0x873	0xe83f35bd
0x8a4	isApprovedForAll(address,address)
0x8cb	mint(address,bytes32,bytes32,bytes32[],bytes)
0x976	transferOwnership(address)
0x997	0x997
0xa10	0xa10
0xaa7	0xaa7
0xac2	0xac2
0xba0	0xba0
0xce9	0xce9
0xcef	0xcef
0xfd2	0xfd2
0x12fa	0x12fa
0x1589	0x1589
0x162f	0x162f
0x1662	0x1662
0x16a1	0x16a1
0x16d4	0x16d4
0x1abb	0x1abb
0x1b1c	0x1b1c
0x1bbb	0x1bbb
0x1e47	0x1e47
0x1ed5	0x1ed5
0x238d	0x238d
0x23bb	0x23bb
0x26c5	0x26c5
0x2706	0x2706
0x272f	0x272f
0x2744	0x2744
0x2756	0x2756
0x295a	0x295a
0x2976	0x2976
0x2982	0x2982
0x2bae	0x2bae
0x2ceb	0x2ceb
0x2d3e	0x2d3e
0x3035	0x3035
0x31a2	0x31a2
0x31b7	0x31b7
0x3235	0x3235
0x3272	0x3272
0x3292	0x3292
