0x45	0x4f
0x91	0x9b
0xbb	0xc3
0xc4	0x16d
0xf5V0x0	0x109B0x0
0x114V0x0	0x137B0x0
0x13bV0x0	0x144B0x0
0x120V0x0	0x136B0x0
0x105V0x0	0x137B0x0
0x132V0x0	0x11bB0x0
0x162V0x137V0x0	0x14eB0x137B0x0
0x149V0x137V0x0	0x16aB0x137B0x0
0x153V0x137V0x0	0x166B0x137B0x0
0xf5V0x4f	0x109B0x4f
0x114V0x4f	0x137B0x4f
0x13bV0x4f	0x144B0x4f
0x120V0x4f	0x136B0x4f
0x105V0x4f	0x137B0x4f
0x132V0x4f	0x11bB0x4f
0x162V0x137V0x4f	0x14eB0x137B0x4f
0x149V0x137V0x4f	0x16aB0x137B0x4f
0x153V0x137V0x4f	0x166B0x137B0x4f
