0x0	__function_selector__
0x1ea	name()
0x267	approve(address,uint256)
0x2b4	totalSupply()
0x2ce	unBlacklist(address)
0x303	transferFrom(address,address,uint256)
0x346	removeMinter(address)
0x379	decimals()
0x397	initialize(string,string,string,uint8,address,address,address,address)
0x583	masterMinter()
0x5b4	unpause()
0x5bc	mint(address,uint256)
0x5f5	burn(uint256)
0x612	configureMinter(address,uint256)
0x64b	updatePauser(address)
0x67e	paused()
0x686	balanceOf(address)
0x6b9	pause()
0x6c1	minterAllowance(address)
0x6f4	owner()
0x6fc	symbol()
0x704	pauser()
0x70c	transfer(address,uint256)
0x745	updateMasterMinter(address)
0x778	isMinter(address)
0x7ab	updateBlacklister(address)
0x7de	blacklister()
0x7e6	allowance(address,address)
0x821	currency()
0x829	transferOwnership(address)
0x85c	blacklist(address)
0x88f	isBlacklisted(address)
0x8c2	0x8c2
0x1f5e	0x1f5e
0x24c2	0x24c2
0x28e7	0x28e7
0x2b12	0x2b12
0x2b5b	0x2b5b
0x2ba2	0x2ba2
0x2cc7	0x2cc7
0x2d45	0x2d45
0x3162	()
0x3162	fallback()
