0x0	__function_selector__
0x24d	name()
0x2d0	swapToAkroRateDenominator()
0x2ee	approve(address,uint256)
0x352	setVestingStart(uint256)
0x380	totalSupply()
0x39e	transferFrom(address,address,uint256)
0x422	vestingStart()
0x440	decimals()
0x461	setVestingPeriod(uint256)
0x48f	mint(address,uint256)
0x4dd	akro()
0x511	balanceInfoOf(address)
0x577	batchInfo(address,uint256)
0x5f5	balanceOf(address)
0x64d	renounceOwnership()
0x657	vestingPeriod()
0x675	balanceOfAkro(address)
0x6cd	swapToAkroRateNumerator()
0x6eb	burnFrom(address,uint256)
0x739	owner()
0x76d	symbol()
0x7f0	addMinter(address)
0x834	renounceMinter()
0x83e	unlockAndRedeemAll()
0x85c	transfer(address,uint256)
0x8c0	isMinter(address)
0x91a	setSwapRate(uint256,uint256)
0x952	renounceSender()
0x95c	addSender(address)
0x9a0	batchesInfoOf(address)
0x9ff	setVestingCliff(uint256)
0xa2d	initialize(address)
0xa71	initialize(address,uint256)
0xabf	redeemAllUnlocked()
0xadd	allowance(address,address)
0xb55	isSender(address)
0xbaf	unlockAvailable(address)
0xc07	transferOwnership(address)
0xc4b	vestingCliff()
0xc69	addAkroLiquidity(uint256)
0xc97	0xc97
0x1b60	0x1b60
0x1c73	0x1c73
0x1c85	0x1c85
0x1d2c	0x1d2c
0x1e9d	0x1e9d
0x22fe	0x22fe
0x275d	0x275d
0x2c0e	0x2c0e
0x2c16	0x2c16
0x2e0e	0x2e0e
0x3045	0x3045
0x3105	0x3105
0x318d	0x318d
0x3244	0x3244
0x3321	0x3321
0x33a7	0x33a7
0x33f1	0x33f1
0x343b	0x343b
0x34ef	0x34ef
0x3542	0x3542
0x367a	0x367a
0x36d4	0x36d4
0x36eb	0x36eb
0x37f9	0x37f9
0x3917	0x3917
0x3a35	0x3a35
0x3d96	0x3d96
0x3e71	0x3e71
0x3f2e	0x3f2e
0x410b	0x410b
0x4209	0x4209
0x43b0	0x43b0
0x449f	0x449f
0x44b7	0x44b7
0x4673	0x4673
0x473f	0x473f
0x47bf	0x47bf
0x4b4b	()
0x4b4b	fallback()
