0xf8
0xfd
0x127
0x14c
0x15f
0x1c9
0x205
0x252
0x265
0x278
0x28b
0x2b3
0x316
0x33e
0x37c
0x3ab
0x3ca
0x3dd
0x3f0
0x45a
0x4ab
