0x8	0x10
0x27	0x182
0x32	0xe9
0x3d	0xa2
0x48	0x7c
0x78	0x335d
0x9e	0x3381
0xe5	0x33a5
0xf1	0x13b
0x137	0x33c9
0x17e	0x33ed
0x18a	0x241
0x195	0x1fa
0x1a0	0x1d4
0x1d0	0x3411
0x1f6	0x3435
0x23d	0x3459
0x249	0x293
0x28f	0x347d
0x2dc	0x2e30x2db
0x2fa	0x2e30x2f9
0x2fd	0x5ec
0x302	0x3090x301
0x305	0x5f2
0x317	0x31e0x316
0x31a	0x620
0x32c	0x2e30x32b
0x32f	0x339
0x33f	0x31e0x33e
0x342	0x70e
0x347	0x31e0x346
0x34a	0x71d
0x34f	0x31e0x34e
0x352	0x72c
0x357	0x3519
0x35a	0x364
0x36c	0x353a
0x36f	0x379
0x37f	0x3910x37e
0x382	0x38c
0x39f	0x3583
0x3a2	0x3ac
0x3b2	0x35a4
0x3ba	0x31e0x3b9
0x3bd	0xba2
0x3c2	0x31e0x3c1
0x3c5	0xbba
0x3ca	0x2e30x3c9
0x3d2	0x35c5
0x3d5	0x3df
0x3e0	0x1363
0x3e5	0x2e30x3e4
0x3e8	0x13cd
0x3ed	0x3090x3ec
0x3f0	0x13d3
0x3f5	0x31e0x3f4
0x3f8	0x13f0
0x3fd	0x3910x3fc
0x400	0x13ff
0x405	0x2e30x404
0x40d	0x35e6
0x410	0x41a
0x41b	0x1423
0x420	0x3910x41f
0x423	0x144d
0x428	0x3607
0x430	0x3628
0x433	0x43d
0x43e	0x1462
0x443	0x2e30x442
0x446	0x1491
0x44b	0x2e30x44a
0x453	0x31e0x452
0x456	0x1550
0x45b	0x3649
0x45e	0x468
0x469	0x1560
0x46e	0x2e30x46d
0x471	0x158a
0x476	0x366a
0x479	0x483
0x484	0x1590
0x489	0x31e0x488
0x48c	0x15ba
0x491	0x31e0x490
0x494	0x15d2
0x499	0x368b
0x49c	0x4a6
0x4a7	0x15ea
0x4ac	0x36ac
0x4af	0x4b9
0x4ba	0x1614
0x4bf	0x31e0x4be
0x4c2	0x1643
0x4c7	0x2e30x4c6
0x4ca	0x1652
0x4cf	0x2e30x4ce
0x4d7	0x36cd
0x4da	0x4e4
0x4e5	0x1689
0x4ea	0x36ee
0x4f2	0x370f
0x4f5	0x4ff
0x500	0x177b
0x505	0x3090x504
0x508	0x17aa
0x50d	0x31e0x50c
0x510	0x17c7
0x515	0x31e0x514
0x518	0x17d7
0x51d	0x524
0x528	0x3730
0x532	0x3758
0x535	0x53f
0x540	0x18b9
0x545	0x31e0x544
0x548	0x18e8
0x54d	0x2e30x54c
0x550	0x18f7
0x555	0x31e0x554
0x558	0x18fd
0x587	0x5960x55c
0xa23	0xa2a
0xa35	0xa78
0xa3f	0xa44
0xa62	0xa70
0xa6c	0x38ab
0xa74	0xa2f
0xa8f	0xa9b
0xa94	0xa9b
0xa9d	0xaa9
0xaaa	0xac5
0xabd	0x38cf
0xad4	0xaf0
0xaf8	0xb13
0xb0b	0x38f7
0xb14	0xb1b
0xb79	0xb88
0x1364	0x136b
0x1371	0x138c
0x1384	0x39b2
0x1388	0x3030
0x13b8	0x13c2
0x1424	0x142b
0x1463	0x146a
0x1471	0x148c
0x1484	0x39fb
0x1488	0x3056
0x1561	0x1568
0x1591	0x1598
0x15eb	0x15f2
0x1615	0x161c
0x1623	0x163e
0x1636	0x3a6f
0x163a	0x2e62
0x167c	0x5960x1658
0x168a	0x1691
0x177c	0x1783
0x178a	0x17a5
0x179d	0x3b02
0x17a1	0x2fbc
0x1829	0x182e
0x1855	0x185a
0x1897	0x189c
0x18ba	0x18c1
0x18c8	0x18e3
0x18db	0x3b2a
0x18df	0x2e10
0x191c	0x3b52
0x192f	0x3b73
0x1933	0x2db3
0x19d2	0x3c350x19d1
0x19e6	0x3c590x19d1
0x1ad7	0x1ae2
0x1ade	0x3cd7
0x1aea	0x1aef
0x1af2	0x1aca0x1ad3
0x1b05	0x3cfc
0x1b09	0x2f5b
0x1b10	0x1aca0x1b0d
0x1b4b	0x2461
0x1b55	0x1b5e
0x1b5a	0x1aca0x1b4f
0x1b6f	0x1b7a
0x1b76	0x3d24
0x1b7d	0x1b97
0x1b83	0x3d48
0x1b9a	0x3d6d
0x1be2	0x1bea
0x1bf1	0x1bfe
0x1c19	0x1c22
0x1c31	0x19d10x1b65
0x1c38	0x1aca0x1c35
0x1c73	0x2498
0x1e12	0x3e28
0x1e25	0x3e49
0x1e29	0x3129
0x1edc	0x1f6e0x1ed8
0x1f29	0x1f31
0x1f38	0x1f45
0x1f60	0x1f69
0x1f6a	0x26980x1ed8
0x2195	0x21a5
0x21b7	0x21bf
0x21c6	0x21d3
0x21ee	0x21f7
0x221c	0x2229
0x223b	0x2243
0x224a	0x2257
0x2466	0x2482
0x2479	0x4120
0x2489	0x248e
0x24a0	0x24bc
0x24b3	0x4148
0x24c8	0x254c
0x24eb	0x24fa
0x24f6	0x2baa
0x250a	0x2512
0x2519	0x2526
0x2541	0x254a
0x254d	0x2568
0x2560	0x4170
0x2564	0x3151
0x2569	0x4198
0x257d	0x41bc
0x269c	0x26a70x2698
0x43dd	0x44d9
0x43df	0x44cd
0x43e1	0x44d0
0x43e3	0x44d3
0x43e5	0x44d6
0x43e7	0x44c4
0x43e9	0x44c7
0x43eb	0x44ca
0x43ed	0x44b2
0x43ef	0x44b5
0x43f1	0x44b8
0x43f3	0x44bb
0x43f5	0x44be
0x43f7	0x44c1
0x43f9	0x44a0
0x43fb	0x44a3
0x43fd	0x44a6
