0x0	__function_selector__
0x4b1	balanceOfPool()
0x4cf	usdcToken()
0x4cf	usdc()
0x4e4	performanceFeeGovernance()
0x4ec	getName()
0x501	setPid(uint256)
0x516	withdrawOther(address)
0x529	setAutoCompoundingPerformanceFeeGovernance(uint256)
0x53c	want()
0x544	CVX_ETH_SLP()
0x54c	strategist()
0x554	setAutoCompoundingBps(uint256)
0x567	curvePool()
0x57e	removeExtraRewardsToken(address)
0x591	cvxCRV_CRV_SLP_Pid()
0x599	wbtcToken()
0x599	wbtc()
0x5a1	initializeApprovals()
0x5a9	threeCrv()
0x5a9	threeCrvToken()
0x5b1	withdraw(uint256)
0x5c4	crvToken()
0x5c4	crv()
0x5cc	threeCrvSwap()
0x5d4	isProtectedToken(address)
0x5f4	__BaseStrategy_init(address,address,address,address,address)
0x607	baseRewardsPool()
0x60f	MAX_UINT_256()
0x617	cvxHelperVault()
0x61f	unpause()
0x627	weth()
0x62f	tend()
0x644	guardian()
0x64c	harvest()
0x661	AUTO_COMPOUNDING_PERFORMANCE_FEE()
0x669	performanceFeeStrategist()
0x671	version()
0x679	crvDepositor()
0x681	cvxRewardsPool()
0x689	governance()
0x691	AUTO_COMPOUNDING_BPS()
0x699	paused()
0x6a1	0x68aee722
0x6b4	balanceOf()
0x6bc	setKeeper(address)
0x6cf	isTendable()
0x6d7	cvxCrvHelperVault()
0x6df	cvxCrv()
0x6df	cvxCrvToken()
0x6e7	pause()
0x6ef	setPerformanceFeeGovernance(uint256)
0x702	withdrawAll()
0x70a	badgerTree()
0x712	setGuardian(address)
0x725	getTokenSwapPath(address,address)
0x745	withdrawalFee()
0x74d	0x8e826599
0x760	cvx()
0x760	cvxToken()
0x768	setController(address)
0x77b	cvxCRV_CRV_SLP()
0x783	setGovernance(address)
0x796	setWithdrawalFee(uint256)
0x7a9	keeper()
0x7b1	autoCompoundingBps()
0x7b9	autoCompoundingPerformanceFeeGovernance()
0x7c1	MAX_FEE()
0x7c9	balanceOfWant()
0x7d1	cvxCrvRewardsPool()
0x7d9	booster()
0x7e1	setStrategist(address)
0x7f4	deposit()
0x7fc	setWithdrawalMaxDeviationThreshold(uint256)
0x80f	CVX_ETH_SLP_Pid()
0x817	rewardsTokenConfig(address)
0x83b	baseStrategyVersion()
0x843	convexMasterChef()
0x84b	setCurvePoolSwap(address)
0x85e	tokenSwapPaths(address,address,uint256)
0x871	getProtectedTokens()
0x879	pid()
0x881	setPerformanceFeeStrategist(uint256)
0x894	controller()
0x89c	withdrawalMaxDeviationThreshold()
0x8a4	0x8a4
0x98d	0x98d
0xad3	0xad3
0xb07	0xb07
0xb31	0xb31
0xca4	0xca4
0xd08	0xd08
0xe3a	0xe3a
0x12c7	0x12c7
0x298c	0x298c
0x3237	0x3237
0x32a2	0x32a2
0x32e1	0x32e1
0x33d2	0x33d2
0x360a	0x360a
0x3695	0x3695
0x386a	0x386a
0x39cb	0x39cb
0x39f5	0x39f5
0x3a1f	0x3a1f
0x3af8	0x3af8
0x3b53	0x3b53
0x3b6f	0x3b6f
0x3e8e	0x3e8e
0x3eba	0x3eba
0x3ef4	0x3ef4
0x3f36	0x3f36
0x3f4c	0x3f4c
0x401c	0x401c
0x405e	0x405e
0x4125	0x4125
0x412b	0x412b
0x41bd	0x41bd
0x4229	0x4229
0x4268	0x4268
0x44fe	0x44fe
0x459b	0x459b
0x4603	0x4603
0x4759	0x4759
0x47e9	0x47e9
0x485f	0x485f
0x4884	0x4884
0x48c3	0x48c3
0x491c	0x491c
0x4954	0x4954
0x4969	0x4969
0x49bd	0x49bd
0x4a4c	0x4a4c
0x4b75	0x4b75
0x4bf6	0x4bf6
0x4c82	0x4c82
0x4c86	0x4c86
0x4caf	0x4caf
0x4cf9	0x4cf9
0x4d10	0x4d10
0x4deb	0x4deb
0x4eb5	0x4eb5
0x4ed6	0x4ed6
0x4f7f	0x4f7f
0x4fe4	0x4fe4
0x5003	0x5003
0x500e	0x500e
0x5085	0x5085
0x5124	0x5124
0x5140	0x5140
0x515c	0x515c
0x5194	0x5194
0x5204	0x5204
0x533f	0x533f
0x53e5	0x53e5
0x5475	0x5475
0x5527	0x5527
0x553f	0x553f
0x5557	0x5557
0x55b6	0x55b6
0x55e4	0x55e4
0x5619	0x5619
0x5634	0x5634
0x566e	0x566e
0x5729	0x5729
0x5734	0x5734
0x573d	0x573d
0x59de	0x59de
0x5a26	0x5a26
0x5d6d	0x5d6d
0x5dd2	0x5dd2
0x5e0e	0x5e0e
0x5e55	0x5e55
0x5e7c	0x5e7c
0x5e9c	0x5e9c
0x5ec8	0x5ec8
0x5f63	()
0x5f63	fallback()
0x6b26	0x6b26
