0x3d3
0x418
0x45d
0x47d
0x4dd
0x4fd
0x511
0x530
0x598
0x5cd
0x608
0x628
0x65e
0x74f
0x7a5
0x827
0x846
0x884
0x8a4
0x8d9
0x935
0x955
0x975
0xa28
0xa89
0xab9
0xad9
0xaf9
0xb26
0xb46
0xb66
0xb86
0xbc6
0xbe6
0xc13
0xc3d
0xc5c
0xc84
0xcc4
0xce4
0xd1a
0xd3a
0x426e
