0xe10
0x3144
0x317c
0x39c3
0x27a2S0x6f2
0x27a9S0x6f2
0x27b0S0x6f2
0x47a6S0x312c
0x47a6S0x3152
0x33b0S0x1798
0x3fdfS0x17be
0x3e9cS0x17ef
0x36dcS0x181e
0x35d9S0x1860
0x4176S0x2527
0x41f5S0x3f2
0x4209S0x3f2
0x421dS0x3f2
0x25c9S0x69d
0x25d9S0x69d
0x25e0S0x69d
0x25e7S0x69d
0x25eeS0x69d
0x25f5S0x69d
0x25fcS0x69d
0x2603S0x69d
0x260aS0x69d
0x2611S0x69d
0x2618S0x69d
0x261fS0x69d
0x2628S0x69d
0x2631S0x69d
0x459aS0x1be7S0x69d
0x45aeS0x1be7S0x69d
0x45c2S0x1be7S0x69d
0x45f1S0x1be7S0x69d
