0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0x118f	0x11b3
0x1d84	0x1d94
0x20ea	0x210e
0x3120	0x3128
0x14f	0x15b
0xc1	0xcd
0x7a	0x86
0x113	0x11f
0x1e8	0x1f4
0x1ac	0x1b8
0x23a	0x246
0x80a	0x81d
0xc66	0xc79
0xed5	0xee4
0x12ca	0x12df
0x1401	0x1414
0x1577	0x158a
0x1630	0x1643
0x1736	0x1748
0x1fdf	0x1ff2
0xc90	0xc9c
0xca3	0xca8
0xe26	0xe3f
0xe48	0xe64
0xeea	0xeef
0xf06	0xf22
0xf2b	0xf37
0xf40	0xf4c
0xf55	0xf67
0xf7a	0xf80
0xf89	0xf93
0xf9c	0xfaf
0xfb8	0x1000
0x1041	0x1048
0x1051	0x1057
0x1067	0x1071
0x1072	0x1079
0x1090	0x10b4
0x113f	0x1145
0x10ed	0x1101
0x1105	0x1110
0x113d	0x113f
0x1154	0x1159
0x1170	0x1182
0x11b4	0x11db
0x11dc	0x11f5
0x11f6	0x120e
0x123e	0x1254
0x1258	0x1263
0x1182	0x118f
0x12e3	0x12e8
0x15a1	0x15b7
0x15c7	0x15cc
0x165a	0x1669
0x175f	0x1772
0x1789	0x1798
0x17af	0x17be
0x17d5	0x17e2
0x17ea	0x17ef
0x1806	0x1812
0x1819	0x181e
0x1835	0x184b
0x185b	0x1860
0x1cf0	0x1cfa
0x1cfb	0x1d01
0x1d18	0x1d6e
0xe3	0xee
0x1d72	0x1d77
0x1d95	0x1dbc
0x1dbd	0x1dd6
0x1dd7	0x1e1f
0x1e65	0x1e78
0x1e3a	0x1e48
0x1e48	0x1e5c
0x1e79	0x1ec1
0x1edc	0x1eea
0x1eea	0x1efe
0x1d77	0x1d84
0x2009	0x2016
0x201e	0x2023
0x2094	0x209e
0x209f	0x20a5
0x20bc	0x20dd
0x210f	0x2128
0x2129	0x2150
0x2151	0x216a
0x216b	0x2183
0x21b3	0x21c8
0x21cc	0x21d7
0x2d99	0x2da7
0x20dd	0x20ea
0x2254	0x225e
0x225f	0x2265
0x227c	0x2289
0x22a0	0x22d2
0x231c	0x2330
0x2334	0x233f
0x236c	0x2377
0x2397	0x23a4
0x2435	0x24430x2435
0x23ed	0x242e
0x23c4	0x23d1
0x23e7	0x23ed
0x24ba	0x24ce
0x24d2	0x24dd
0x250a	0x2510
0x255f	0x2575
0x2579	0x2584
0x2dab	0x2dbe
0x316b	0x316e
0x318a	0x3191
0x316e	0x3177
0x140	0x14b
0x277	0x27f
0x2b6	0x2be
0x2d8	0x2e0
0x2fa	0x302
0x31c	0x324
0x33c	0x344
0x351	0x359
0x366	0x36e
0x386	0x38e
0x39b	0x3a3
0x3b0	0x3b8
0x3d2	0x3da
0x402	0x40a
0x422	0x42a
0x437	0x43f
0x457	0x45f
0x484	0x48c
0x4a4	0x4ac
0x4b9	0x4c1
0x4db	0x4e3
0x4f0	0x4f8
0x510	0x518
0x525	0x52d
0x53a	0x542
0x54f	0x557
0x56f	0x577
0x584	0x58c
0x5a4	0x5ac
0x5c4	0x5cc
0x5d9	0x5e1
0x5ee	0x5f6
0x603	0x60b
0x623	0x62b
0x638	0x640
0x658	0x660
0x66d	0x675
0x682	0x68a
0x6a2	0x6aa
0x6c2	0x6ca
0x6d7	0x6df
0x704	0x70c
0x719	0x721
0x739	0x741
0x74e	0x756
0x29	0x34
0x34	0x3f
0xd8	0xe3
0x55	0x60
0x310f	0x3120
0x4a	0x55
0x1e	0x29
0x6b	0x76
0x86	0x91
0x91	0x9c
0x9c	0xa7
0xa7	0xb2
0xb2	0xbd
0xcd	0xd8
0xee	0xf9
0xf9	0x104
0x104	0x10f
0x11f	0x12a
0x12a	0x135
0x135	0x140
0x15b	0x166
0x166	0x171
0x171	0x17c
0x17c	0x187
0x187	0x192
0x192	0x19d
0x19d	0x1a8
0x1b8	0x1c3
0x1c3	0x1ce
0x1ce	0x1d9
0x1d9	0x1e4
0x1f4	0x1ff
0x1ff	0x20a
0x20a	0x215
0x215	0x220
0x220	0x22b
0x22b	0x236
0x246	0x251
0x251	0x25c
0x25c	0x267
0x267	0x272
0xc9c	0xca3
0xee4	0xeea
0xf67	0xf7a
0x1145	0x1154
0x12df	0x12e3
0x15b7	0x15c7
0x17e2	0x17ea
0x1812	0x1819
0x184b	0x185b
0x1e1f	0x1e27
0x1e5c	0x1e65
0x1ec1	0x1ec9
0x1efe	0x1f07
0x2016	0x201e
0x486c0x4880	0x48730x4880
0x24350x6a2	0x24430x6a2
0x24350xed5	0x24430xed5
0x10040x6a2	0x100f0x6a2
0x10040xed5	0x100f0xed5
0xa2bB0x3ed	0xa3bB0x3ed
0xa87B0x3ed	0xa97B0x3ed
0xadcB0x3ed	0xb24B0x3ed
0xbaeB0x3ed	0xbf6B0x3ed
0x9d7B0x3ed	0xa2bB0x3ed
0xa59B0x3ed	0xa87B0x3ed
0xa3bB0x3ed	0xa59B0x3ed
0xaabB0x3ed	0xad3B0x3ed
0xa97B0x3ed	0xaabB0x3ed
0xb7eB0x3ed	0xba5B0x3ed
0xb3fB0x3ed	0xb4dB0x3ed
0xb4dB0x3ed	0xb61B0x3ed
0xad3B0x3ed	0xadcB0x3ed
0xc11B0x3ed	0xc1fB0x3ed
0xc1fB0x3ed	0xc33B0x3ed
0xba5B0x3ed	0xbaeB0x3ed
0xb24B0x3ed	0xb2cB0x3ed
0xb61B0x3ed	0xb6aB0x3ed
0xbf6B0x3ed	0xbfeB0x3ed
0xc33B0x3ed	0xc3cB0x3ed
0x1f75B0x6f2	0x1fd4B0x6f2
0x2242B0xd0d	0x2244B0xd0d
0x2dceB0x283	0x2ddcB0x283
0x2dceB0x3de	0x2ddcB0x3de
0x2dceB0x40e	0x2ddcB0x40e
0x2dceB0x463	0x2ddcB0x463
0x2dceB0x490	0x2ddcB0x490
0x2dceB0x5b0	0x2ddcB0x5b0
0x2dceB0x6ae	0x2ddcB0x6ae
0x2dceB0x725	0x2ddcB0x725
0x2d7bB0x1119	0x2d89B0x1119
0x2d7bB0x2348	0x2d89B0x2348
0x2d7bB0x258d	0x2d89B0x258d
