0x0	__function_selector__
0x2ad	balanceOf(address,uint256)
0x2e0	supportsInterface(bytes4)
0x310	mintMultiPass(uint8,uint32)
0x323	name()
0x372	setTokenLevel(uint256,uint8)
0x392	setUpdateCondition(uint256,uint8,uint32)
0x3b2	setTokenURI(string,uint256)
0x3d2	uri(uint256)
0x3f2	mintedTimestamp(uint256)
0x446	setDefaultApproval(address,bool)
0x466	totalSupply()
0x4af	setMaxMintingPerTime(uint256,uint8)
0x4cf	revokeAdmin(address)
0x4ef	withdraw(uint256)
0x50f	safeBatchTransferFrom(address,address,uint256[],uint256[],bytes)
0x52f	grantAdmin(address)
0x54f	mintMultiPassTo(address[])
0x56f	balanceOfBatch(address[],uint256[])
0x59c	tokenInfo(uint16)
0x6e3	getInvitationCode(uint256,address)
0x703	ownerOf(uint256)
0x73b	renounceOwnership()
0x750	setTokenBaseInfo(uint256,uint8,uint16,uint16,uint8,uint32[5])
0x770	applyComic(uint32,address,uint32)
0x790	Initialize()
0x7a5	initialize()
0x7ba	setMaxSupplies(uint256,uint16)
0x7da	owner()
0x7f8	setMintingMode(uint256,uint8)
0x818	symbol()
0x85e	setUri(string)
0x87e	baseTokenExists(uint256)
0x8bb	setApprovalForAll(address,bool)
0x8db	existsToken(address,uint256)
0x91f	getTokenLevel(uint256)
0x951	burn(address,uint16)
0x971	nftTokens(uint256)
0xa25	isApprovedForAll(address,address)
0xa45	hasApplyComic(uint32)
0xa85	safeTransferFrom(address,address,uint256,uint256,bytes)
0xaa5	transferOwnership(address)
0xac5	setNftCost(uint256,uint16)
0xb6a	0xb6a
0x1275	0x1275
0x14d9	0x14d9
0x1562	0x1562
0x15f6	0x15f6
0x1698	0x1698
0x17b8	0x17b8
0x1939	0x1939
0x19db	0x19db
0x1e88	0x1e88
0x1fa0	0x1fa0
0x1ffb	0x1ffb
0x2070	0x2070
0x20d6	0x20d6
0x2244	0x2244
0x239c	0x239c
0x244f	0x244f
0x25ac	0x25ac
0x2651	0x2651
0x2769	0x2769
0x29b1	0x29b1
0x2a01	0x2a01
0x2a9c	0x2a9c
0x2b9a	0x2b9a
0x2e2b	0x2e2b
0x2e95	0x2e95
0x2f43	0x2f43
0x3010	0x3010
0x3189	0x3189
0x330a	0x330a
0x33f1	0x33f1
0x3498	0x3498
0x353f	0x353f
0x358a	0x358a
0x379e	0x379e
0x3822	0x3822
0x3837	0x3837
0x3895	0x3895
0x38b1	0x38b1
0x392f	0x392f
0x3999	0x3999
0x39b9	0x39b9
0x39cb	0x39cb
0x39df	0x39df
0x39f0	0x39f0
0x3a0b	0x3a0b
0x3a3e	0x3a3e
0x3ae8	0x3ae8
0x3b4d	0x3b4d
0x3b89	0x3b89
0x3bb3	0x3bb3
0x3bdd	0x3bdd
0x3c1a	0x3c1a
0x3c7e	0x3c7e
0x3c9b	0x3c9b
0x3d30	0x3d30
0x3d79	0x3d79
0x3d94	0x3d94
0x3dad	0x3dad
0x3dd0	0x3dd0
0x3df3	0x3df3
0x3e16	0x3e16
0x3eda	0x3eda
0x3f16	0x3f16
0x3f31	0x3f31
0x3f5d	0x3f5d
0x3f87	0x3f87
0x3fc2	0x3fc2
0x400f	0x400f
0x4052	0x4052
0x4065	0x4065
0x40c2	0x40c2
0x40d5	0x40d5
0x40f9	0x40f9
0x411f	0x411f
0x4137	0x4137
0x4178	0x4178
0x4197	0x4197
0x41e3	0x41e3
0x4244	0x4244
0x4271	0x4271
0x42ee	0x42ee
0x430a	0x430a
0x43b2	0x43b2
0x5f3f	()
0x5f3f	fallback()
