0x0	__function_selector__
0x245	()
0x245	fallback()
0x24a	disregardProposeOwner()
0x261	name()
0x2eb	approve(address,uint256)
0x323	assetProtectionRole()
0x354	getFeeFor(uint256)
0x37e	totalSupply()
0x393	betaDelegatedTransferBatch(bytes32[],bytes32[],uint8[],address[],uint256[],uint256[],uint256[],uint256[])
0x577	betaDelegatedTransfer(bytes,address,uint256,uint256,uint256,uint256)
0x5f0	transferFrom(address,address,uint256)
0x61a	initializeDomainSeparator()
0x62f	decimals()
0x65a	setFeeController(address)
0x67b	unpause()
0x690	setFeeRate(uint256)
0x6a8	unfreeze(address)
0x6c9	feeRecipient()
0x6de	claimOwnership()
0x6f3	setSupplyController(address)
0x714	feeParts()
0x729	paused()
0x73e	feeController()
0x753	balanceOf(address)
0x774	reclaimAuV()
0x789	initialize()
0x79e	pause()
0x7b3	nextSeqOf(address)
0x7d4	setAssetProtectionRole(address)
0x7f5	freeze(address)
0x816	owner()
0x82b	symbol()
0x840	feeRate()
0x855	setBetaDelegateWhitelister(address)
0x876	decreaseSupply(uint256)
0x88e	isWhitelistedBetaDelegate(address)
0x8af	transfer(address,uint256)
0x8d3	whitelistBetaDelegate(address)
0x8f4	proposeOwner(address)
0x915	increaseSupply(uint256)
0x92d	betaDelegateWhitelister()
0x942	feeDecimals()
0x957	proposedOwner()
0x96c	unwhitelistBetaDelegate(address)
0x98d	allowance(address,address)
0x9b4	wipeFrozenAddress(address)
0x9d5	EIP712_DOMAIN_HASH()
0x9ea	isFrozen(address)
0xa0b	setFeeRecipient(address)
0xa2c	supplyController()
0xd0f	0xd0f
0xd5a	0xd5a
0xf97	0xf97
0x1321	0x1321
0x2d46	0x2d46
0x36dc	0x36dc
0x36f3	0x36f3
0x388a	0x388a
