0x0	__function_selector__
0x101	()
0x101	fallback()
0x106	REPO_APP_NAME()
0x188	kernel()
0x196	APM_APP_NAME()
0x1ac	ENS_SUB_APP_NAME()
0x1c2	registrar()
0x1f4	newRepoWithVersion(string,address,uint16[3],address,bytes)
0x2cd	CREATE_REPO_ROLE()
0x2f5	EVMSCRIPT_REGISTRY_APP_ID()
0x30b	appId()
0x321	getInitializationBlock()
0x337	EVMSCRIPT_REGISTRY_APP()
0x34d	canPerform(address,bytes32,uint256[])
0x3c7	newRepo(string,address)
0x426	initialize(address)
0x44a	newAppProxyPinned(address,bytes32,bytes)
0x4b2	kernel()
0x4c8	newAppProxy(address,bytes32)
0x4ed	newAppProxy(address,bytes32,bytes)
0x555	getExecutor(bytes)
0x5a9	newAppProxyPinned(address,bytes32)
0x682	0x682
0xb98	0xb98
0xcdf	0xcdf
0xd2e	0xd2e
0x10a3	0x10a3
0x11a6	0x11a6
0x11e0	0x11e0
0x11f0	0x11f0
0x12d3	0x12d3
0x1306	0x1306
0x1624	0x1624
0x16f1	0x16f1
