0xe6	0x00000000
0xeb	0x186bcaf0
0x116	0x3f4ba83a
0x12d	0x445df9d6
0x158	0x561387b1
0x181	0x5c60da1b
0x1ac	0x5c975abb
0x1d7	0x83492ff1
0x200	0x8456cb59
0x217	0x84b98987
0x25a	0x8da5cb5b
0x285	0xa072f02b
0x2b0	0xaaa44e5c
0x2db	0xaf304bab
0x31e	0xc0c53b8b
0x347	0xd0a6fa54
0x38a	0xf2fde38b
