0x0	0xc
0x10	0x2f
0x33	0x7a
0x95	0xa3
0xa3	0xb7
0xd4	0xdc
0xef	0xf1
0x10c	0x111
0x7a	0x82
0xb7	0xc0
0x1a8B0x16bB0xdc	0x1adB0x16bB0xdc
0x1e3B0x16bB0xdc	0x202B0x16bB0xdc
0x221B0x16bB0xdc	0x260B0x16bB0xdc
0x202B0x16bB0xdc	0x20bB0x16bB0xdc
0x281B0x16bB0xdc	0x286B0x16bB0xdc
0x2a1B0x286B0x16bB0xdc	0x2aaB0x286B0x16bB0xdc
0x2b0B0x286B0x16bB0xdc	0x2b8B0x286B0x16bB0xdc
0x2c0B0x286B0x16bB0xdc	0x2f2B0x286B0x16bB0xdc
0x30aB0x286B0x16bB0xdc	0x31eB0x286B0x16bB0xdc
0x2f2B0x286B0x16bB0xdc	0x2fbB0x286B0x16bB0xdc
0x31eB0x286B0x16bB0xdc	0x337B0x286B0x16bB0xdc
