0x2a2
0x343
0x35f
0x379
0x3a5
0x548
0x862
0xafc
0xc40
0xc43
0xd17
0xd2b
0xe56
0xe62
0xeaf
0xf49
0xfbf
0x1007
0x1033
0x1068
0x10dc
0x11a4
0x1206
0x14c8
0x14ef
0x1519
0x160a
0x1655
0x1698
0x1868
0x1958
0x1a6b
0x1a7a
0x1aa3
0x1aad
0x1ac6
0x1af1
0x1d09
0x1e5e
0x1eab
0x1f3c
0x1fa2
0x1fc5
0x1ff7
0x206b
0x2127
0x2229
0x2460
0x2465
0x2790
0x279e
0x2823
0x28b0
0x29da
