0xa50
0xc53
0xc89
0xcf8
0xda8
0x112e
0x1144
0x116d
0x11d7
0x11f2
0x1290
0x12ac
0x1886
0x1d72
0x1d75
0x1d78
0x1d7b
0x1d7e
0x1d81
0x1d84
0x1d87
0x1d8a
0x1d8d
0x1d90
0x1d93
0x1d96
0x1d99
0x1d9c
0x1d9f
0x1da2
0x1da5
0x1da8
