0x22d
0x237
0x2df
0x338
0x35a
0x3ca
0x9b0
0x9dd
0xefa
0xf04
0xf0a
0x1122
0x1142
0x1148
0x1159
0x1179
0x117f
0x1318
0x1637
0x1795
0x179d
0x17ab
0x17cd
0x17e0
0x1802
0x180f
0x1869
0x1870
0x18db
0x190b
0x1936
0x1a0a
0x1a20
0x1a31
0x1a3b
0x1a68
0x1a96
0x1a9b
0x1b19
0x1b20
0x1b4d
0x1b7e
0x1ba9
0x1bff
0x1c06
0x1c6e
0x1c9b
0x1d4e
0x1d56
0x1d64
0x1d86
0x1d99
0x1dbb
0x1dc8
0x1e08
0x1e73
0x1e89
0x1e9a
0x1f55
0x1f6b
0x1f7c
0x1fa9
0x1fd7
0x203b
0x2068
0x207f
0x2090
0x20cc
0x2134
0x2161
0x239c
0x24f9
0x2523
0x2b2b
0x2b4c
0x2ce0
0x2d78
