0x40	[0x40, nil]
0x0	[0x0, nil]
0x4	[0x4, nil]
0x2	[0x2, nil]
0x5	[0x5, nil]
0x7	[0x7, nil]
0x8	[0x8, nil]
0xd	[0xd, nil]
0x13	[0x13, nil]
0x15	[0x15, nil]
0x16	[0x16, nil]
0x1a	[0x1a, nil]
0x1b	[0x1b, nil]
0x1d	[0x1d, nil]
0x24	[0x24, nil]
0x25	[0x25, nil]
0x2a	[0x2a, nil]
0x2f	[0x2f, nil]
0x3a	[0x3a, nil]
0x3e	[0x3e, nil]
0x61	[0x61, nil]
0x67	[0x67, nil]
0x6a	[0x6a, nil]
0x6b	[0x6b, nil]
0x6d	[0x6d, nil]
0x77	[0x77, nil]
0x78	[0x78, nil]
0x7d	[0x7d, nil]
0x81	[0x81, nil]
0x87	[0x87, nil]
0x8d	[0x8d, nil]
0x8f	[0x8f, nil]
0x96	[0x96, nil]
0x9c	[0x9c, nil]
0x9e	[0x9e, nil]
0xbf	[0xbf, nil]
0xc5	[0xc5, nil]
0xc8	[0xc8, nil]
0xc9	[0xc9, nil]
0xcb	[0xcb, nil]
0xd5	[0xd5, nil]
0xd6	[0xd6, nil]
0xdb	[0xdb, nil]
0xdf	[0xdf, nil]
0xe5	[0xe5, nil]
0xea	[0xea, nil]
0xf6	[0xf6, nil]
0x68b	[0x68b, nil]
0x68f	[0x68f, nil]
0x693	[0x693, nil]
0x696	[0x696, nil]
0x1252	[0x1252, nil]
0x1257	[0x1257, nil]
0x1259	[0x1259, nil]
0x125a	[0x125a, nil]
0x125d	[0x125d, nil]
0x125f	[0x125f, nil]
0x1262	[0x1262, nil]
0x1264	[0x1264, nil]
0x1287	[0x1287, nil]
0x128c	[0x128c, nil]
0x128e	[0x128e, nil]
0x128f	[0x128f, nil]
0x1292	[0x1292, nil]
0x1294	[0x1294, nil]
0x1297	[0x1297, nil]
0x1299	[0x1299, nil]
0x14f8	[0x7d, nil]
0x14f8	[0x86, nil]
0x14fd	[0xdb, nil]
0x14fd	[0xe4, nil]
0x615S0x34	[0x65, [0x615, nil]]
