0x0	0xc
0x1a	0x2b
0x2206	0x2215
0x27f4	0x2803
0x10	0x1a
0xc3	0xcf
0x7c	0x88
0x115	0x120
0x2ab0	0x2abf
0x45a	0x46e
0x49b	0x4ab
0x4b3	0x4b8
0x4cf	0x4de
0xe5	0xf0
0x1afc	0x1b10
0x1b3d	0x1b4d
0x1b55	0x1b5a
0x21fd	0x2206
0x2449	0x245b
0x2231	0x2238
0x256b	0x257a
0x23af	0x23b5
0x2408	0x240e
0x2490	0x24a0
0x246c	0x2471
0x25cc	0x25dc
0x27ea	0x27f4
0x284f	0x2859
0x280a	0x2826
0x282d	0x284f
0x2763	0x2779
0x27b2	0x27ca
0x2b	0x36
0xa9	0xb4
0x36	0x41
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x6d	0x78
0x88	0x93
0x93	0x9e
0x9e	0xa9
0xb4	0xbf
0xcf	0xda
0xda	0xe5
0xf0	0xfb
0xfb	0x106
0x106	0x111
0x120	0x12b
0x12b	0x136
0x136	0x141
0x141	0x38a5
0x245b	0x2468
0x2468	0x246c
0x1af0x18c	0x1b90x18c
0x1af0x29d	0x1b90x29d
0x1af0x2de	0x1b90x2de
0x1af0x2f1	0x1b90x2f1
0x2cecB0x27ca	0x2cf7B0x27ca
0x2b08B0x408	0x2b11B0x408
0x2ad2B0x408	0x2ae3B0x408
0x2affB0x408	0x2b08B0x408
0x2ae3B0x408	0x2aecB0x408
0x11aeB0x1fe	0x11bfB0x1fe
0x123dB0x211	0x124cB0x211
0x143bB0x211	0x14600x1228B0x211
0x1234B0x211	0x123dB0x211
0x124cB0x211	0x125bB0x211
0x12abB0x211	0x138eB0x211
0x1392B0x211	0x139dB0x211
0x13a6B0x211	0x1418B0x211
0x141cB0x211	0x1427B0x211
0x1430B0x211	0x143bB0x211
0x14600x1228B0x211	0x14690x1228B0x211
0x2b08B0x1aaa	0x2b11B0x1aaa
0x2ad2B0x1aaa	0x2ae3B0x1aaa
0x2affB0x1aaa	0x2b08B0x1aaa
0x2ae3B0x1aaa	0x2aecB0x1aaa
0x2cecB0x27d6	0x2cf7B0x27d6
0x2a39B0x18c	0x2a47B0x18c
0x2a39B0x1c2	0x2a47B0x1c2
0x2a39B0x277	0x2a47B0x277
0x2a39B0x28a	0x2a47B0x28a
0x2a39B0x2de	0x2a47B0x2de
0x113cB0x1eb	0x1141B0x1eb
0x2679B0x179aB0x237	0x2689B0x179aB0x237
0x229bB0x314	0x22a0B0x314
0x2316B0x327	0x2325B0x327
