0x0	__function_selector__
0x26c	supportsInterface(bytes4)
0x2b4	governor()
0x2e5	withdrawReserve(address,uint256)
0x320	repay(address,uint256)
0x359	resolveReserveAll(address[])
0x407	feeBps()
0x42e	putCollateral(address,uint256,uint256)
0x46d	accrueAll(address[])
0x51b	cTokenInBank(address)
0x54e	addBank(address,address)
0x589	transmit(address,uint256)
0x5c2	borrow(address,uint256)
0x5fb	getPositionInfo(uint256)
0x657	getBorrowETHValue(uint256)
0x681	EXECUTOR()
0x696	accrue(address)
0x6c9	takeCollateral(address,uint256,uint256)
0x708	getPositionDebts(uint256)
0x7cb	execute(uint256,address,bytes)
0x884	setFeeBps(uint256)
0x8ae	SPELL()
0x8c3	liquidate(uint256,address,uint256)
0x902	setOracle(address)
0x935	getBankInfo(address)
0x99d	oracle()
0x9b2	banks(address)
0xa29	borrowBalanceCurrent(uint256,address)
0xa62	nextPositionId()
0xa77	caster()
0xa8c	positions(uint256)
0xaed	getCollateralETHValue(uint256)
0xb17	onERC1155BatchReceived(address,address,uint256[],uint256[],bytes)
0xc68	_IN_EXEC_LOCK()
0xc7d	resolveReserve(address)
0xcb0	initialize(address,uint256)
0xce9	_GENERAL_LOCK()
0xcfe	getPositionDebtShareOf(uint256,address)
0xd37	POSITION_ID()
0xd4c	allBanks(uint256)
0xd76	pendingGovernor()
0xd8b	acceptGovernor()
0xda0	setPendingGovernor(address)
0xdd3	onERC1155Received(address,address,uint256,uint256,bytes)
0xe73	borrowBalanceStored(uint256,address)
0x1cd3	0x1cd3
0x1e89	0x1e89
0x2d68	0x2d68
0x3349	0x3349
0x33bf	0x33bf
0x3401	0x3401
0x3453	0x3453
0x35fb	0x35fb
0x379a	0x379a
0x37f4	0x37f4
0x3907	0x3907
0x3961	0x3961
0x39ba	0x39ba
0x39fc	0x39fc
0x3bf3	0x3bf3
0x3bf9	0x3bf9
0x3d5b	0x3d5b
0x3e0c	0x3e0c
0x3f2f	0x3f2f
0x4103	0x4103
0x411a	0x411a
0x4587	()
0x4587	fallback()
