0x0	__function_selector__
0x1ea	()
0x1ea	fallback()
0x207	tradeEtherDelta(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32,uint256,bool)
0x261	order(address,uint256,address,uint256,uint256,uint256)
0x293	orderFills(address,bytes32)
0x2b5	etherDeltaInfo()
0x2e0	setUseEIP712(bool)
0x2f8	cancelOrder(address,uint256,address,uint256,uint256,uint256,uint8,bytes32,bytes32)
0x337	amountFilled(address,uint256,address,uint256,uint256,uint256,address)
0x372	withdraw(uint256)
0x388	setTradeABIHash(bytes32)
0x39e	availableVolumeEtherDelta(address,uint256,address,uint256,uint256,uint256,address,uint256)
0x3dc	depositToken(address,uint256)
0x3fe	proposedTimestamp()
0x411	withdrawPreSigned(address,uint256,address,uint256,uint256,address,uint8,bytes32,bytes32)
0x455	depositBoth(address,uint256)
0x46c	tokens(address,address)
0x491	changeFreezeTrading(bool)
0x4a9	feeAmountThreshold()
0x4bc	useEIP712()
0x4e3	keyValueStorage()
0x512	feeAccount()
0x525	changeFeeAccount(address)
0x544	changeFeeTake(uint256)
0x55a	tradeABIHash()
0x56d	changeAdmin(address)
0x58c	withdrawBoth(address,uint256,uint256)
0x5b1	availableVolumeEnclaves(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32)
0x5fa	trade(address,uint256,address,uint256,uint256,uint256,address,uint8,bytes32,bytes32,uint256,bool)
0x642	withdrawToken(address,uint256)
0x664	proposedImplementation()
0x677	orders(address,bytes32)
0x699	changeFeeAmountThreshold(uint256)
0x6af	tokenFallback(address,uint256,bytes)
0x714	feeTake()
0x727	deposit()
0x72f	etherDelta()
0x742	setEtherDeltaFees()
0x755	setWithdrawABIHash(bytes32)
0x76b	withdrawTokenMulti(address[],uint256[])
0x7fa	balanceOf(address,address)
0x81f	admin()
0x832	checkSig(bytes32,bytes32,uint8,bytes32,bytes32,address)
0x863	withdrawABIHash()
0x876	0x876
0xcab	0xcab
0xcd8	0xcd8
0xeb4	0xeb4
0x11ec	0x11ec
0x1361	0x1361
0x1379	0x1379
0x14e7	0x14e7
0x1595	0x1595
0x15ef	0x15ef
0x160b	0x160b
0x17af	0x17af
0x1842	0x1842
0x1c90	0x1c90
0x1cbe	0x1cbe
0x1dca	0x1dca
0x1ddf	0x1ddf
0x1df1	0x1df1
0x230a	0x230a
0x2627	0x2627
0x27c6	0x27c6
