0x12a	0x00000000
0x1a6	0x6fdde03
0x230	0x18160ddd
0x257	0x1d0806ae
0x26c	0x1f68f20a
0x281	0x313ce567
0x2ac	0x3291c11a
0x2d6	0x330691ac
0x2eb	0x56e07d70
0x300	0x70a08231
0x333	0x776d1a01
0x366	0x797bf385
0x397	0x7b7933b4
0x3ac	0x7e37c08c
0x3c1	0x8da5cb5b
0x3d6	0x8f32d59b
0x3ff	0x95d89b41
0x414	0xba0e43bf
0x429	0xd759dbeb
0x43e	0xdd62ed3e
0x479	0xef2b0b39
0x48e	0xf2fde38b
