0x8e
0xa5
0xdd
0xf0
0x134
0x152
0x172
0x195
0x1bc
0x1f5
0x21a
0x236
0x37f
0x3f1
0x416
0x41f
0x44d
0x516
0x6cb
0x6f0
0x6fe
0x7c2
