0x0	__function_selector__
0x193	name()
0x210	changeNameAndSymbol(string,string)
0x33f	approve(address,uint256)
0x37f	totalSupply()
0x399	transferFrom(address,address,uint256)
0x3cf	mintByOwner(uint256)
0x3ec	rate()
0x3f4	lastUpdateTime(address)
0x41a	decimals()
0x438	increaseAllowance(address,uint256)
0x464	blackList(address)
0x48a	getTime()
0x492	setBlackList(address,bool)
0x4c0	updateAccountsAndChangeRate(address[],uint256)
0x565	balanceOf(address)
0x58b	changeRate(uint256)
0x5a8	initialize()
0x5b0	owner()
0x5d4	symbol()
0x5dc	decreaseAllowance(address,uint256)
0x608	changeOwner(address)
0x62e	transfer(address,uint256)
0x65a	newOwnerCandidate()
0x662	allowance(address,address)
0x690	isBlackListed(address)
0x6b6	acceptOwner()
0x6be	0x6be
0xa4e	0xa4e
0xbd7	0xbd7
0xd21	0xd21
0xd9c	0xd9c
0xda0	0xda0
0xe8c	0xe8c
0xfe7	0xfe7
0x107e	0x107e
0x116e	0x116e
0x11cf	0x11cf
0x1289	0x1289
0x12a4	0x12a4
0x1301	0x1301
0x135a	0x135a
0x13c7	0x13c7
0x13fb	0x13fb
0x1487	0x1487
0x1641	()
0x1641	fallback()
