0x314	17	0xaae	2
0x419	3	0xabd	1
0x419	3	0x14da	1
0x419	3	0x231d	1
0xfea	8	0x2706	3
0x2706	3	0xf83	1
0x2706	3	0x1490	1
0x2706	3	0x1504	1
0x29d8	20	0x1191	9
0x2f81	7	0x325c	3
0x3140	19	0x3447	9
0x3156	3	0x3045	1
0x3156	3	0x30a2	1
0x3156	3	0x33b8	1
0x3234	4	0x34ac	1
0x3234	4	0x34df	1
0x3234	4	0x3549	1
0x3234	4	0x355a	1
0x324a	3	0x371	1
0x324a	3	0x5a2	1
0x324a	3	0x6ef	1
0x3435	9	0x2cc	1
0x3435	9	0x34f	1
0x3435	9	0x391	1
0x3435	9	0x3b1	1
0x3435	9	0x432	1
0x3435	9	0x497	1
0x3435	9	0x4c4	1
0x3435	9	0x64e	1
0x3435	9	0x718	1
0x35c4	21	0x487b	4
0x3743	3	0x4798	1
0x3743	3	0x4d9e	1
0x3743	3	0x4dac	1
0x374c	64	0x4971	20
0x3766	10	0x359d	4
0x47d5	6	0x4e1c	2
0x4860	3	0x15bd	1
0x4860	3	0x2242	1
0x4860	3	0x22cb	1
0x4dba	4	0x87f	1
0x4dba	4	0x983	1
0x4dba	4	0xa57	1
0x4dba	4	0x210f	1
0x4e47	8	0x6186	3
0x4e6e	4	0x2f9d	1
0x4e6e	4	0x301c	1
0x4e6e	4	0x3079	1
0x4e6e	4	0x30d6	1
0x4ed5	16	0x35e2	2
0x4ed5	16	0x3605	2
0x4ed5	16	0x363b	2
0x4ed5	16	0x366a	2
0x4ed5	16	0x36a9	2
0x4ed5	16	0x36d8	2
0x4ed5	16	0x370a	2
0x4ed5	16	0x372d	2
0x4eeb	98	0x4175	20
