0x3c7
0x3f1
0x426
0x441
0x454
0x467
0x47a
0x48d
0x4a0
0x4c8
0x4db
0x4fe
0x511
0x52c
0x53f
0x58f
0x5a2
0x5b5
0x5e0
0x603
0x61e
0x631
0x664
0x677
0x692
0x6a5
0x6d0
0x6eb
0x6fe
0x774
0x79d
0x8ff
0xa07
0xbb0
0xbbc
0xf11
0x1027
0x1295
0x12f2
0x12ff
0x13f3
0x1400
0x140c
0x15c4
0x17fe
0x19ae
0x1e5f
0x1e6c
0x1edc
0x1f79
0x2182
0x218f
0x219a
0x23fd
0x2415
0x242c
0x2442
0x24c0
0x24e3
0x2544
0x256d
0x2580
0x259c
0x26c6
0x2933
0x293d
0x297b
0x2ce6
0x3264
0x3283
0x36ae
0x3941
