0xf86
0x1986
0x19af
0x1e9d
0x1ea9
0x20ce
0x20f3
0x2118
0x2125
0x2256
0x2261
0x2312
0x2870
0x2ee1
0x2ef7
0x343e
0x34c5
0x35f8
0x3602
0x3c05
0x3c12
0x3c6d
0x3f6a
0x4085
0x4383
0x4539
0x4601
0x49a5
0x4c2d
