0x25010x89d	0x4b9f	0	Regular
0x25010xd3e	0x4b9f	0	Regular
0x1ee7	0x4b9f	0	Regular
0x3c3c	0x4b9f	0	Regular
0x4ad7	0x4b9f	0	Regular
0x494e0x3f6a	0x4b9f	0	Regular
0x4d8f0x89d	0x4b9f	0	Regular
0x4d8f0xd3e	0x4b9f	0	Regular
0x494eB0x4c0e	0x4b9f	0	Regular
0x494eB0x2ef70x586	0x4b9f	0	Regular
0x494eB0x2ef70x968	0x4b9f	0	Regular
0x494eB0x2ee10x586	0x4b9f	0	Regular
0x494eB0x2ee10x968	0x4b9f	0	Regular
0x494eB0x19af0x600	0x4b9f	0	Regular
0x494eB0x19af0x8fd	0x4b9f	0	Regular
0x494eB0x19860x600	0x4b9f	0	Regular
0x494eB0x19860x8fd	0x4b9f	0	Regular
0x494eB0x23b50x89d	0x4b9f	0	Regular
0x494eB0x23b50xd3e	0x4b9f	0	Regular
0x494eB0x20ce	0x4b9f	0	Regular
0x494eB0x20f3	0x4b9f	0	Regular
0x494eB0x18b20x600	0x4b9f	0	Regular
0x494eB0x18b20x8fd	0x4b9f	0	Regular
0x494eB0x23230x89d	0x4b9f	0	Regular
0x494eB0x23230xd3e	0x4b9f	0	Regular
0x494eB0x24d30x89d	0x4b9f	0	Regular
0x494eB0x24d30xd3e	0x4b9f	0	Regular
0x494eB0x2f7f0x586	0x4b9f	0	Regular
0x494eB0x2f7f0x968	0x4b9f	0	Regular
0x494eB0x4dcc0x89d	0x4b9f	0	Regular
0x494eB0x4dcc0xd3e	0x4b9f	0	Regular
