0xd4
0xe9
0x12a
0x138
0x153
0x168
0x17b
0x189
0x1b6
0x1c9
0x1d7
0x1dc
0x1e4
0x204
0x286
0x28e
0x2a3
0x2cc
0x33a
0x351
0x35e
0x373
0x3f8
0x40a
0x441
0x493
0x5b2
0x5f1
0x608
0x615
0x61d
0x746
0x74e
0x76e
0x800
0x808
0x828
0x83f
0x89c
0x956
0x995
0x9ac
0x9b4
0x9c9
0x9f2
0xa09
0xac6
0xb19
0xb3b
0xb43
0xb63
0xb7a
0xbb7
0xced
0xd48
0xd70
0xdaa
0xe43
0xe85
0xedf
0x1080
0x10e0
0x1114
0x11d1
0x128f
0x12ac
0x12b7
0x12e4
0x12ef
0x1316
0x1321
0x1361
0x139c
0x1425
0x144e
0x1533
