0xa03
0xa0f
0xa2a
0xa37
0xa79
0xa7e
0xb49
0xb5c
0xb6d
0xbdd
0xc14
0xc35
0xc63
0xcc8
0xd9f
0xe0f
0xe42
0xe92
0xf44
0xffe
0x1015
0x103e
0x10ae
0x13bf
0x13eb
0x14fd
0x16c3
0x1811
0x1816
0x182a
0x185c
0x1880
0x18da
0x1918
0x1988
0x19a2
0x1a12
0x1a31
0x1bb5
0x1c1a
0x1c8a
0x1db7
0x1dc3
0x1e0e
0x1e1d
0x1f3e
0x1f5a
0x1f8c
0x20aa
0x2143
0x21b3
0x2380
0x2412
0x2464
0x24b2
0x2502
0x2519
0x2548
0x2598
0x25a2
0x25ff
0x2623
0x262d
0x26b8
0x275a
0x27ea
0x2845
0x2870
0x28e0
0x28fb
0x2aba
0x2b2d
0x2dcf
0x2e0c
0x2e39
0x2eed
0x2f5e
0x2f6b
0x2f76
0x2f84
0x2f90
0x2ff5
0x3013
0x3085
0x319d
0x31ba
0x31f2
0x32bf
0x33e8
0x3569
0x357e
0x35a4
0x35b2
0x35e0
0x35ee
0x35fe
0x3633
0x3681
0x36a6
0x36b9
0x3766
0x37b3
0x37c8
0x37e9
0x37fe
0x3814
0x3836
0x38e8
0x392a
0x3951
0x3964
0x3a23
0x3ac1
0x3b03
0x3b29
0x3b44
0x3b61
0x3b76
0x3b8d
0x3c08
0x3c70
0x3ca8
0x3cfa
0x3d10
0x3d77
0x3db8
0x3dda
0x45fd
0x46a9
