0x8	0x10
0x27	0x11a
0x32	0xad
0x3d	0x7c
0x78	0x51ed
0xa9	0x5211
0xb5	0xe9
0xe5	0x5235
0x116	0x5259
0x122	0x19d
0x12d	0x16c
0x168	0x527d
0x199	0x52a1
0x1a5	0x1d9
0x1d5	0x52c5
0x20c	0x21e0x20b
0x20f	0x219
0x21a	0x4ad
0x235	0x23c
0x240	0x54ee
0x24a	0x25c0x249
0x24d	0x257
0x26a	0x553e
0x26d	0x277
0x27f	0x2910x27e
0x282	0x28c
0x28d	0x921
0x29f	0x2b1
0x2a2	0x2ac
0x2ad	0x94b
0x2b5	0x5587
0x2c3	0x2cd
0x2d3	0x21e0x2d2
0x2d6	0xc55
0x2db	0x55d0
0x2de	0x2e8
0x2ee	0x2910x2ed
0x2f1	0x2fb
0x2fc	0x1026
0x301	0x55f1
0x304	0x30e
0x30f	0x1036
0x314	0x25c0x313
0x317	0x10ed
0x31c	0x5612
0x31f	0x10f6
0x324	0x21e0x323
0x327	0x116a
0x32c	0x21e0x32b
0x32f	0x1170
0x334	0x2910x333
0x33c	0x343
0x347	0x5633
0x355	0x367
0x358	0x362
0x363	0x13a4
0x36b	0x565b
0x376	0x21e0x375
0x379	0x144b
0x37e	0x385
0x389	0x5683
0x393	0x21e0x392
0x396	0x3a0
0x3a1	0x14a9
0x3a6	0x3b8
0x3a9	0x3b3
0x3b4	0x14b9
0x3bc	0x56ab
0x3c1	0x4674
0x3c6	0x3d8
0x3c9	0x3d3
0x3dc	0x56d3
0x3e6	0x2910x3e5
0x3e9	0x3f3
0x3f9	0x56fb
0x3fc	0x406
0x402	0x3646
0x407	0x1c12
0x40c	0x41e0x40b
0x40f	0x419
0x41a	0x1f9d
0x42c	0x2910x42b
0x42f	0x439
0x43a	0x1fb2
0x43f	0x2910x43e
0x442	0x44c
0x44d	0x1fc2
0x452	0x41e0x451
0x455	0x1fe8
0x45a	0x5744
0x45d	0x467
0x468	0x1ff6
0x46d	0x5765
0x470	0x47a
0x480	0x5786
0x483	0x48d
0x48e	0x20ea
0x493	0x57a7
0x496	0x4a0
0x4a6	0x25c0x4a5
0x4a9	0x2857
0x4b5	0x57c8
0x4d3	0x4db
0x4ff	0x507
0x50a	0x57f8
0x512	0x529
0x525	0x581f
0x547	0x537
0x55f	0x566
0x57b	0x59f
0x58e	0x5846
0x5a6	0x5c1
0x5b9	0x586e
0x5bd	0x3f9d
0x5c4	0x5cd
0x5e9	0x602
0x605	0x620
0x618	0x5896
0x61c	0x4581
0x638	0x651
0x654	0x6df
0x665	0x680
0x678	0x58be
0x705	0x737
0x733	0x719
0x74e	0x87c
0x757	0x75e
0x78e	0x796
0x79d	0x7aa
0x7c5	0x7ce
0x7d2	0x7e2
0x7de	0x58e6
0x7e9	0x802
0x82c	0x835
0x847	0x84f
0x856	0x863
0x86c	0x874
0x878	0x748
0x8b4	0x8c1
0x929	0x5958
0x974	0x980
0x979	0x980
0x982	0x98e
0x98f	0x9aa
0x9a2	0x5991
0x9b9	0x9d5
0x9e0	0x9fb
0x9f3	0x59b9
0x9f7	0x40ae
0x9fc	0xa03
0xa04	0xa0f
0xa1f	0xa2a
0xa2b	0xa37
0xa3f	0xb64
0xa45	0xa7e
0xa4e	0xa67
0xa70	0xa79
0xa7a	0x28e50x967
0xa99	0xab2
0xab4	0xacf
0xac7	0x59e1
0xacb	0x4477
0xb3e	0xb49
0xb54	0xb5c
0xb60	0xa3a
0xb66	0xb6d
0xb9d	0xba5
0xbac	0xbb9
0xbd4	0xbdd
0xc08	0xc14
0xc2c	0xc35
0xc39	0xc48
0x102e	0x5b21
0x1037	0x103e
0x1053	0x106e
0x1066	0x5b5a
0x10a4	0x10ae
0x10cc	0x10e5
0x1105	0x1120
0x1118	0x5b82
0x13b7	0x13bf
0x13e3	0x13eb
0x13ee	0x5baa
0x13f6	0x140d
0x1409	0x5bdc
0x142b	0x141b
0x14b1	0x5c0e
0x14c1	0x14c9
0x164b	0x16c5
0x1683	0x168b
0x1692	0x169f
0x16ba	0x16c3
0x16c7	0x1b44
0x16f1	0x170a
0x170c	0x1727
0x171f	0x5c3e
0x1735	0x177a
0x175f	0x1778
0x177b	0x1796
0x178e	0x5c66
0x1799	0x1816
0x17cd	0x17d5
0x17dc	0x17e9
0x1805	0x1811
0x1812	0x2ddc
0x1822	0x182a
0x1826	0x3376
0x1850	0x185c
0x1858	0x3b81
0x1875	0x1880
0x18c7	0x18da
0x18d6	0x3dc7
0x1911	0x1918
0x1948	0x1950
0x1957	0x1964
0x197f	0x1988
0x199b	0x19a2
0x19d2	0x19da
0x19e1	0x19ee
0x1a09	0x1a12
0x1a26	0x1a31
0x1a43	0x1a4b
0x1a52	0x1a5f
0x1b40	0x5c8e
0x1b75	0x1b7d
0x1b84	0x1b91
0x1bac	0x1bb5
0x1bb6	0x5cb3
0x1bec	0x1bf4
0x1bfb	0x1c08
0x1c13	0x1c1a
0x1c4a	0x1c52
0x1c59	0x1c66
0x1c81	0x1c8a
0x1c9f	0x1cba
0x1cb2	0x5cd8
0x1cb6	0x4513
0x1cc0	0x1cdb
0x1cd3	0x5d00
0x1cd7	0x416a
0x1cdf	0x1cfa
0x1cf2	0x5d28
0x1cf6	0x41ca
0x1d03	0x1dcb
0x1d13	0x1d2c
0x1d4f	0x1d68
0x1d6a	0x1d85
0x1d7d	0x5d50
0x1d81	0x3fd4
0x1d8c	0x1da5
0x1dae	0x1db7
0x1dbb	0x1dc3
0x1dc7	0x1cfe
0x1ddb	0x1de4
0x1de5	0x1e00
0x1df8	0x5d78
0x1dfc	0x4392
0x1e04	0x1e0e
0x1e12	0x1e1d
0x1f2b	0x1f3e
0x1f47	0x1f5a
0x1f83	0x1f8c
0x1fba	0x5da0
0x2005	0x2020
0x2018	0x5dd9
0x202b	0x2046
0x203e	0x5e01
0x2042	0x3e9d
0x20f2	0x210d
0x2105	0x5e75
0x2109	0x44a5
0x2120	0x213b
0x2133	0x5e9d
0x213c	0x2143
0x2173	0x217b
0x2182	0x218f
0x21aa	0x21b3
0x21b5	0x21d0
0x21c8	0x5ec5
0x21cc	0x408a
0x21e3	0x21fc
0x21fe	0x2219
0x2211	0x5eed
0x2215	0x4400
0x221e	0x2239
0x2231	0x5f15
0x2235	0x41a1
0x2260	0x2279
0x227b	0x2296
0x228e	0x5f3d
0x22a4	0x22e9
0x22ce	0x22e7
0x22ea	0x2305
0x22fd	0x5f65
0x2335	0x2350
0x2348	0x5f8d
0x234c	0x44dc
0x2371	0x2380
0x237c	0x4649
0x2392	0x239a
0x23a1	0x23ae
0x23b5	0x2481
0x23fb	0x2412
0x2424	0x242c
0x2433	0x2440
0x245b	0x2464
0x2466	0x2481
0x2479	0x5fb5
0x247d	0x4266
0x24a5	0x24b2
0x24c2	0x24ca
0x24d1	0x24de
0x24f9	0x2502
0x2505	0x2519
0x253f	0x2548
0x2558	0x2560
0x2567	0x2574
0x258f	0x2598
0x2599	0x25a2
0x25a9	0x25c4
0x25bc	0x5fdd
0x25c0	0x3f3a
0x25f5	0x25ff
0x2869	0x2870
0x28a0	0x28a8
0x28af	0x28bc
0x28d7	0x607d
0x2c1b	0x2c36
0x2c2e	0x615f
0x2c32	0x4293
0x2c3f	0x2c58
0x2c5b	0x2c76
0x2c6e	0x6187
0x2c9b	0x2cb4
0x2cb7	0x2d06
0x2d1e	0x2d37
0x2d73	0x2d8c
0x2dc5	0x2dcf
0x2de4	0x2dff
0x2df7	0x61af
0x2dfb	0x43c9
0x2e02	0x2e0c
0x2e2a	0x2e39
0x2f28	0x2f49
0x2f45	0x6274
0x2f4f	0x2f97
0x2f53	0x2f5e
0x2f61	0x2f6b
0x2f67	0x480d
0x2f6c	0x2f76
0x2f77	0x2f84
0x2f80	0x4735
0x2f86	0x2f90
0x2f93	0x2f4c
0x2f98	0x6298
0x32a6	0x63cb
0x3657	0x365e
0x366e	0x3675
0x3676	0x3681
0x3692	0x3699
0x369b	0x36a6
0x36ac	0x36b9
0x3a69	0x3a73
0x3a7c	0x3a93
0x3a97	0x3aa7
0x3a9f	0x3ab8
0x3aa3	0x6600
0x3ab4	0x662b
0x3ab9	0x3ac1
0x3abd	0x46fd
0x3ac9	0x3add
0x3ad9	0x3ac4
0x3b84	0x3b8d
0x3dce	0x3dda
0x4711	0x471c
0x4718	0x5353
0x4725	0x4730
0x472c	0x5388
0x4744	0x474f
0x474b	0x53bd
0x475b	0x4766
0x4762	0x53f2
0x47a1	0x47ab
0x47b3	0x47cc
0x47db	0x47e6
0x47e2	0x5427
0x47f9	0x4804
0x4800	0x545c
0x4811	0x481c
0x4818	0x5491
0x684f	0x6a86
0x6851	0x68ec
0x6853	0x68ef
0x6855	0x68f2
0x6857	0x68f5
0x6859	0x68f8
0x685b	0x68e0
0x685d	0x68e3
0x685f	0x68e6
0x6861	0x68e9
0x6863	0x68d4
0x6865	0x68d7
0x6867	0x68da
0x6869	0x68dd
0x686b	0x68c8
0x686d	0x68cb
0x686f	0x68ce
0x6871	0x68d1
0x6873	0x68b9
0x6875	0x68bc
0x6877	0x68bf
0x6879	0x68c2
0x687b	0x68c5
0x687d	0x68ad
0x687f	0x68b0
0x6881	0x68b3
0x6883	0x68b6
0x6885	0x68a1
0x6887	0x68a4
0x6889	0x68a7
0x688b	0x68aa
0x688d	0x6895
0x688f	0x6898
0x6891	0x689b
0x6893	0x689e
0x9670x28f7	0x3b0d0x967
0x9670x28f1	0x28fb0x967
0x40b0x422	0x571c0x40b
0x4510x422	0x571c0x451
0x27e0x295	0x555f0x27e
0x2ed0x295	0x555f0x2ed
0x3330x295	0x555f0x333
0x3e50x295	0x555f0x3e5
0x42b0x295	0x555f0x42b
0x43e0x295	0x555f0x43e
0x2490x265	0x3d370x249
0x3130x265	0x3d370x313
0x4a50x265	0x3d370x4a5
0x2490x260	0x55160x249
0x3130x260	0x55160x313
0x4a50x260	0x55160x4a5
0x20b0x222	0x54c60x20b
0x2d20x222	0x54c60x2d2
0x3230x222	0x54c60x323
0x32b0x222	0x54c60x32b
