0x58d	0x5ac	-32
0x5d9	0x5f5	-32
0x617	0x633	-32
0x978	0x96b	-68
0x978	0x972	-64
0x978	0x979	-32
0x978	0x98d	0
0x99d	0x9ae	0
0x99d	0x9ec	0
0x99d	0xa67	0
0x99d	0x9f3	4
0x99d	0x9c2	32
0x99d	0xa7b	32
0x99d	0x9fa	36
0x99d	0xa20	68
0x99d	0xa46	100
0x9c4	0x9ae	0
0x9c4	0x9ec	0
0x9c4	0xa67	0
0x9c4	0x9f3	4
0x9c4	0x9c2	32
0x9c4	0xa7b	32
0x9c4	0x9fa	36
0x9c4	0xa20	68
0x9c4	0xa46	100
0x9f9	0x9ec	-68
0x9f9	0x9f3	-64
0x9f9	0x9fa	-32
0x9f9	0xa20	0
0x9f9	0xa46	32
0xa56	0xa67	0
0xa56	0xa7b	32
0xa7d	0xa67	0
0xa7d	0xa7b	32
0xb7d	0xba7	-32
0xb7d	0xbde	0
0xc1b	0xc46	-32
0xc1b	0xc6c	0
0xca9	0xcd4	-32
0xca9	0xcfa	0
0xd71	0xd64	-68
0xd71	0xd6b	-64
0xd71	0xd72	-32
0xd71	0xd86	0
0xdd5	0xdc8	-68
0xdd5	0xdcf	-64
0xdd5	0xdd6	-32
0xdd5	0xdfc	0
0xdd5	0xe22	32
0xe95	0xe88	-68
0xe95	0xe8f	-64
0xe95	0xe96	-32
0xe95	0xeaa	0
0xeba	0xecb	0
0xeba	0xf09	0
0xeba	0xf84	0
0xeba	0xf10	4
0xeba	0xedf	32
0xeba	0xf98	32
0xeba	0xf17	36
0xeba	0xf3d	68
0xeba	0xf63	100
0xee1	0xecb	0
0xee1	0xf09	0
0xee1	0xf84	0
0xee1	0xf10	4
0xee1	0xedf	32
0xee1	0xf98	32
0xee1	0xf17	36
0xee1	0xf3d	68
0xee1	0xf63	100
0xf16	0xf09	-68
0xf16	0xf10	-64
0xf16	0xf17	-32
0xf16	0xf3d	0
0xf16	0xf63	32
0xf73	0xf84	0
0xf73	0xf98	32
0xf9a	0xf84	0
0xf9a	0xf98	32
0x1051	0x1078	-32
0x1051	0x1097	0
0x10f9	0x1106	-32
0x10f9	0x1135	0
0x1178	0x11a2	-32
0x1178	0x11c7	0
0x12db	0x12ee	0
0x12db	0x132e	0
0x12db	0x136f0x12d2	0
0x12db	0x12fe	32
0x12db	0x133b	32
0x1307	0x12ee	0
0x1307	0x132e	0
0x1307	0x136f0x12d2	0
0x1307	0x12fe	32
0x1307	0x133b	32
0x131d	0x132e	0
0x131d	0x133b	32
0x133d	0x132e	0
0x133d	0x133b	32
0x1441	0x1434	-68
0x1441	0x143b	-64
0x1441	0x1442	-32
0x1441	0x1456	0
0x14a5	0x1498	-68
0x14a5	0x149f	-64
0x14a5	0x14a6	-32
0x14a5	0x14cc	0
0x14a5	0x14f2	32
0x1562	0x1555	-68
0x1562	0x155c	-64
0x1562	0x1563	-32
0x1562	0x1577	0
0x1587	0x1598	0
0x1587	0x15d6	0
0x1587	0x1651	0
0x1587	0x15dd	4
0x1587	0x15ac	32
0x1587	0x1665	32
0x1587	0x15e4	36
0x1587	0x160a	68
0x1587	0x1630	100
0x15ae	0x1598	0
0x15ae	0x15d6	0
0x15ae	0x1651	0
0x15ae	0x15dd	4
0x15ae	0x15ac	32
0x15ae	0x1665	32
0x15ae	0x15e4	36
0x15ae	0x160a	68
0x15ae	0x1630	100
0x15e3	0x15d6	-68
0x15e3	0x15dd	-64
0x15e3	0x15e4	-32
0x15e3	0x160a	0
0x15e3	0x1630	32
0x1640	0x1651	0
0x1640	0x1665	32
0x1667	0x1651	0
0x1667	0x1665	32
0x16b6	0x16d9	0
0x16b6	0x2ca0	0
0x16db	0x16d9	0
0x16db	0x2ca0	0
0x171b	0x170e	-68
0x171b	0x1715	-64
0x171b	0x171c	-32
0x171b	0x1730	0
0x182b	0x183e	0
0x182b	0x187e	0
0x182b	0x18bf	0
0x182b	0x184e	32
0x182b	0x188b	32
0x1857	0x183e	0
0x1857	0x187e	0
0x1857	0x18bf	0
0x1857	0x184e	32
0x1857	0x188b	32
0x186d	0x187e	0
0x186d	0x188b	32
0x188d	0x187e	0
0x188d	0x188b	32
0x18ae	0x18bf	0
0x18c1	0x18bf	0
0x18f9	0x190a	0
0x18f9	0x2d63	0
0x190c	0x190a	0
0x190c	0x2d63	0
0x191c	0x193f	0
0x191c	0x2d9f	0
0x1941	0x193f	0
0x1941	0x2d9f	0
0x1960	0x1971	0
0x1960	0x2e16	0
0x1960	0x1985	32
0x1987	0x1971	0
0x1987	0x2e16	0
0x1987	0x1985	32
0x19fc	0x1a0d	0
0x19fc	0x2eb8	0
0x1a0f	0x1a0d	0
0x1a0f	0x2eb8	0
0x1a4e	0x1a5f	0
0x1a4e	0x2f27	0
0x1a4e	0x1a73	32
0x1a75	0x1a5f	0
0x1a75	0x2f27	0
0x1a75	0x1a73	32
0x1aad	0x1aa0	-68
0x1aad	0x1aa7	-64
0x1aad	0x1aae	-32
0x1aad	0x1ac2	0
0x1b56	0x1b49	-68
0x1b56	0x1b50	-64
0x1b56	0x1b57	-32
0x1b56	0x1b6b	0
0x1b7b	0x1b8c	0
0x1b7b	0x1bca	0
0x1b7b	0x1c45	0
0x1b7b	0x1bd1	4
0x1b7b	0x1ba0	32
0x1b7b	0x1c59	32
0x1b7b	0x1bd8	36
0x1b7b	0x1bfe	68
0x1b7b	0x1c24	100
0x1ba2	0x1b8c	0
0x1ba2	0x1bca	0
0x1ba2	0x1c45	0
0x1ba2	0x1bd1	4
0x1ba2	0x1ba0	32
0x1ba2	0x1c59	32
0x1ba2	0x1bd8	36
0x1ba2	0x1bfe	68
0x1ba2	0x1c24	100
0x1bd7	0x1bca	-68
0x1bd7	0x1bd1	-64
0x1bd7	0x1bd8	-32
0x1bd7	0x1bfe	0
0x1bd7	0x1c24	32
0x1c34	0x1c45	0
0x1c34	0x1c59	32
0x1c5b	0x1c45	0
0x1c5b	0x1c59	32
0x1caa	0x1cbb	0
0x1caa	0x2fa5	0
0x1caa	0x1cc8	32
0x1cca	0x1cbb	0
0x1cca	0x2fa5	0
0x1cca	0x1cc8	32
0x1d86	0x1da9	0
0x1d86	0x3023	0
0x1dab	0x1da9	0
0x1dab	0x3023	0
0x1dc0	0x1dd3	0
0x1dc0	0x1e12	0
0x1dc0	0x136f0x1db7	0
0x1dc0	0x1de3	32
0x1dc0	0x1e1f	32
0x1dec	0x1dd3	0
0x1dec	0x1e12	0
0x1dec	0x136f0x1db7	0
0x1dec	0x1de3	32
0x1dec	0x1e1f	32
0x1e01	0x1e12	0
0x1e01	0x1e1f	32
0x1e21	0x1e12	0
0x1e21	0x1e1f	32
0x1ee6	0x1ef7	0
0x1ee6	0x3121	0
0x1ee6	0x1f07	32
0x1f09	0x1ef7	0
0x1f09	0x3121	0
0x1f09	0x1f07	32
0x28b2	0x28bd	-32
0x28b2	0x28c4	0
0x28b2	0x28cb	32
0x28b2	0x28d4	64
0x28b2	0x170e	96
0x28b2	0x174a	96
0x28b2	0x1715	100
0x28b2	0x1752	128
0x28b2	0x171c	132
0x28b2	0x1758	160
0x28b2	0x1730	164
0x28b2	0x175f	192
0x12d20x1371	0x136f0x12d2	0
0x1db70x1371	0x136f0x1db7	0
0x12d20x135e	0x136f0x12d2	0
0x1db70x135e	0x136f0x1db7	0
0x2830x2bb	0x2b60x283	-160
0x2830x2bb	0x3240x283	-128
0x2830x2bb	0x3840x283	-96
0x2830x2bb	0x2b10x283	-64
0x2830x2bb	0x2bc0x283	-32
0x4610x2bb	0x2b60x461	-160
0x4610x2bb	0x3240x461	-128
0x4610x2bb	0x3840x461	-96
0x4610x2bb	0x2b10x461	-64
0x4610x2bb	0x2bc0x461	-32
0xaf4V0x22c	0xae7S0x22c	-68
0xaf4V0x22c	0xaeeS0x22c	-64
0xaf4V0x22c	0xaf5S0x22c	-32
0xaf4V0x22c	0xb09S0x22c	0
0x1ffaV0x22c	0x1fedS0x22c	-68
0x1ffaV0x22c	0x1ff4S0x22c	-64
0x1ffaV0x22c	0x1ffbS0x22c	-32
0x1ffaV0x22c	0x2021S0x22c	0
0x2086V0x22c	0x2079S0x22c	-68
0x2086V0x22c	0x2080S0x22c	-64
0x2086V0x22c	0x2087S0x22c	-32
0x2086V0x22c	0x20adS0x22c	0
0x2105V0x22c	0x20f8S0x22c	-68
0x2105V0x22c	0x20ffS0x22c	-64
0x2105V0x22c	0x2106S0x22c	-32
0x2105V0x22c	0x212cS0x22c	0
0x1fa2V0x22c	0x1fedS0x22c	0
0x1fa2V0x22c	0x2079S0x22c	0
0x1fa2V0x22c	0x20f8S0x22c	0
0x1fa2V0x22c	0x1fb3S0x22c	0
0x1fa2V0x22c	0x2042S0x22c	0
0x1fa2V0x22c	0x20ceS0x22c	0
0x1fa2V0x22c	0x214dS0x22c	0
0x1fa2V0x22c	0x2188S0x22c	0
0x1fa2V0x22c	0x21c0S0x22c	0
0x1fa2V0x22c	0x1ff4S0x22c	4
0x1fa2V0x22c	0x2080S0x22c	4
0x1fa2V0x22c	0x20ffS0x22c	4
0x1fa2V0x22c	0x1fc3S0x22c	32
0x1fa2V0x22c	0x204fS0x22c	32
0x1fa2V0x22c	0x215dS0x22c	32
0x1fa2V0x22c	0x2195S0x22c	32
0x1fa2V0x22c	0x1ffbS0x22c	36
0x1fa2V0x22c	0x2087S0x22c	36
0x1fa2V0x22c	0x2106S0x22c	36
0x1fa2V0x22c	0x2021S0x22c	68
0x1fa2V0x22c	0x20adS0x22c	68
0x1fa2V0x22c	0x212cS0x22c	68
0x1fc5V0x22c	0x1fedS0x22c	0
0x1fc5V0x22c	0x2079S0x22c	0
0x1fc5V0x22c	0x20f8S0x22c	0
0x1fc5V0x22c	0x1fb3S0x22c	0
0x1fc5V0x22c	0x2042S0x22c	0
0x1fc5V0x22c	0x20ceS0x22c	0
0x1fc5V0x22c	0x214dS0x22c	0
0x1fc5V0x22c	0x2188S0x22c	0
0x1fc5V0x22c	0x21c0S0x22c	0
0x1fc5V0x22c	0x1ff4S0x22c	4
0x1fc5V0x22c	0x2080S0x22c	4
0x1fc5V0x22c	0x20ffS0x22c	4
0x1fc5V0x22c	0x1fc3S0x22c	32
0x1fc5V0x22c	0x204fS0x22c	32
0x1fc5V0x22c	0x215dS0x22c	32
0x1fc5V0x22c	0x2195S0x22c	32
0x1fc5V0x22c	0x1ffbS0x22c	36
0x1fc5V0x22c	0x2087S0x22c	36
0x1fc5V0x22c	0x2106S0x22c	36
0x1fc5V0x22c	0x2021S0x22c	68
0x1fc5V0x22c	0x20adS0x22c	68
0x1fc5V0x22c	0x212cS0x22c	68
0x2031V0x22c	0x2079S0x22c	0
0x2031V0x22c	0x20f8S0x22c	0
0x2031V0x22c	0x2042S0x22c	0
0x2031V0x22c	0x20ceS0x22c	0
0x2031V0x22c	0x214dS0x22c	0
0x2031V0x22c	0x2188S0x22c	0
0x2031V0x22c	0x21c0S0x22c	0
0x2031V0x22c	0x2080S0x22c	4
0x2031V0x22c	0x20ffS0x22c	4
0x2031V0x22c	0x204fS0x22c	32
0x2031V0x22c	0x215dS0x22c	32
0x2031V0x22c	0x2195S0x22c	32
0x2031V0x22c	0x2087S0x22c	36
0x2031V0x22c	0x2106S0x22c	36
0x2031V0x22c	0x20adS0x22c	68
0x2031V0x22c	0x212cS0x22c	68
0x2051V0x22c	0x2079S0x22c	0
0x2051V0x22c	0x20f8S0x22c	0
0x2051V0x22c	0x2042S0x22c	0
0x2051V0x22c	0x20ceS0x22c	0
0x2051V0x22c	0x214dS0x22c	0
0x2051V0x22c	0x2188S0x22c	0
0x2051V0x22c	0x21c0S0x22c	0
0x2051V0x22c	0x2080S0x22c	4
0x2051V0x22c	0x20ffS0x22c	4
0x2051V0x22c	0x204fS0x22c	32
0x2051V0x22c	0x215dS0x22c	32
0x2051V0x22c	0x2195S0x22c	32
0x2051V0x22c	0x2087S0x22c	36
0x2051V0x22c	0x2106S0x22c	36
0x2051V0x22c	0x20adS0x22c	68
0x2051V0x22c	0x212cS0x22c	68
0x20bdV0x22c	0x20f8S0x22c	0
0x20bdV0x22c	0x20ceS0x22c	0
0x20bdV0x22c	0x214dS0x22c	0
0x20bdV0x22c	0x2188S0x22c	0
