0x105	0x20606b70
0x123	0x587cde1e
0x143	0x5c19a95c
0x158	0x5c60da1b
0x160	0x6b38d14f
0x173	0x6fcfff45
0x193	0x715018a6
0x19b	0x782d6fe1
0x1ae	0x7ecebe00
0x1c1	0x8da5cb5b
0x1c9	0x8f32d59b
0x1de	0xb4b5ea57
0x1f1	0xc3cda520
0x204	0xe7a324dc
0x20c	0xf1127ed8
0x22d	0xf2fde38b
0x15b5	0x00000000
