0x16d5	0x16d7
0x16e7	0x213
0x16ea	0x254
0x16ed	0x2af
0x16f0	0x2ea
0x16f3	0x33b
0x16f6	0x3a0
0x16d8	0xac
0x16db	0x10f
0x16de	0x150
0x16e1	0x191
0x16e4	0x1d2
