0x3d1
0x3d9
0x41b
0x5dc
0x602
0x62e
0x65c
0x7cf
0x7f5
0x821
0x829
0x84f
0x8d2
0x99f
0x9d1
0x9f5
0xa1b
0xa41
0xa6d
0xa9b
0xb75
0xbca
0xbf0
0xc16
0xc3c
0xcba
0xcc2
0xd12
0xd3e
0xd6a
0xd98
0xe61
0x3c76
