0x2e3	0x2db	-68
0x2e3	0x2e8	-64
0x2e3	0x2ec	-32
0x41e	0x42c	-32
0x6a1	0x6af	-32
0x77e	0x78c	-32
0xa3d	0xa67	-32
0xa3d	0xa85	0
0xc6f	0xc81	-32
0xda5	0xd9d	-68
0xda5	0xdaa	-64
0xda5	0xdae	-32
0xdd2	0xdd6	-32
0xdd2	0xdf7	0
0xf63	0xf8b	-32
0xf63	0xfa9	0
0x1015	0x1094	0
0x106b	0x1094	0
0x1082	0x1094	-32
0x5320x11a5	0x11b70x532	-32
0x7ed0x11a5	0x11b70x7ed	-32
0x8970x11a5	0x11b70x897	-32
0x8f00x11a5	0x11b70x8f0	-32
0x2c90x9f6	0xa080x2c9	-32
0x44c0x9f6	0xa080x44c	-32
0x4990x9f6	0xa080x499	-32
0x4ea0x9f6	0xa080x4ea	-32
0x5470x9f6	0xa080x547	-32
0x58a0x9f6	0xa080x58a	-32
0x8200x9f6	0xa080x820	-32
0x8740x9f6	0xa080x874	-32
0x9400x9f6	0xa080x940	-32
0x3110x334	0x32f0x311	-64
0x3110x334	0x3350x311	-32
0x39b0x334	0x32f0x39b	-64
0x39b0x334	0x3350x39b	-32
0x61e0x334	0x32f0x61e	-64
0x61e0x334	0x3350x61e	-32
0x84a0x334	0x32f0x84a	-64
0x84a0x334	0x3350x84a	-32
