0x40	0x40	0
0x0	0x0	0
0x1f	0x1f	0
0x2	0x2	0
0x5	0x5	0
0x7	0x7	0
0x8	0x8	0
0xd	0xd	0
0x13	0x13	0
0x15	0x15	0
0x16	0x16	0
0x1c	0x1c	0
0x1e	0x1e	0
0x21	0x21	0
0x23	0x23	0
0x28	0x28	0
0x29	0x29	0
0x2f	0x2f	0
0x34	0x34	0
0x35	0x35	0
0x3b	0x3b	0
0x41	0x41	0
0x47	0x47	0
0x4c	0x4c	0
0x4d	0x4d	0
0x53	0x53	0
0x58	0x58	0
0x5f	0x5f	0
0x64	0x64	0
0x6b	0x6b	0
0x70	0x70	0
0x77	0x77	0
0x7c	0x7c	0
0x83	0x83	0
0x88	0x88	0
0x8f	0x8f	0
0x94	0x94	0
0x9a	0x9a	0
0xa0	0xa0	0
0xa5	0xa5	0
0xac	0xac	0
0xb1	0xb1	0
0xb8	0xb8	0
0xbd	0xbd	0
0xc4	0xc4	0
0xc9	0xc9	0
0xd0	0xd0	0
0xd5	0xd5	0
0xdb	0xdb	0
0xe1	0xe1	0
0xe6	0xe6	0
0xe7	0xe7	0
0xed	0xed	0
0xf2	0xf2	0
0xf9	0xf9	0
0xfe	0xfe	0
0x105	0x105	0
0x10a	0x10a	0
0x111	0x111	0
0x116	0x116	0
0x11d	0x11d	0
0x122	0x122	0
0x128	0x128	0
0x12e	0x12e	0
0x133	0x133	0
0x13a	0x13a	0
0x13f	0x13f	0
0x146	0x146	0
0x14b	0x14b	0
0x152	0x152	0
0x157	0x157	0
0x15e	0x15e	0
0x163	0x163	0
0x169	0x169	0
0x16f	0x16f	0
0x174	0x174	0
0x175	0x175	0
0x17b	0x17b	0
0x180	0x180	0
0x181	0x181	0
0x187	0x187	0
0x18c	0x18c	0
0x193	0x193	0
0x198	0x198	0
0x19f	0x19f	0
0x1a4	0x1a4	0
0x1ab	0x1ab	0
0x1b0	0x1b0	0
0x1b7	0x1b7	0
0x1bc	0x1bc	0
0x1c2	0x1c2	0
0x1c8	0x1c8	0
0x1cd	0x1cd	0
0x1d4	0x1d4	0
0x1d9	0x1d9	0
0x1e0	0x1e0	0
0x1e5	0x1e5	0
0x1ec	0x1ec	0
0x1f1	0x1f1	0
0x1f8	0x1f8	0
0x1fd	0x1fd	0
0x203	0x203	0
0x209	0x209	0
0x20e	0x20e	0
0x20f	0x20f	0
0x215	0x215	0
0x21a	0x21a	0
0x221	0x221	0
0x226	0x226	0
0x22d	0x22d	0
0x232	0x232	0
0x239	0x239	0
0x23e	0x23e	0
0x245	0x245	0
0x24a	0x24a	0
0x250	0x250	0
0x256	0x256	0
0x25b	0x25b	0
0x262	0x262	0
0x267	0x267	0
0x26e	0x26e	0
0x273	0x273	0
0x27a	0x27a	0
0x27f	0x27f	0
0x286	0x286	0
0x28b	0x28b	0
0x291	0x291	0
0x297	0x297	0
0x29c	0x29c	0
0x29d	0x29d	0
0x2a3	0x2a3	0
0x2a8	0x2a8	0
0x2a9	0x2a9	0
0x2af	0x2af	0
0x2b4	0x2b4	0
0x2b5	0x2b5	0
0x2bb	0x2bb	0
0x2c0	0x2c0	0
0x2c7	0x2c7	0
0x2cc	0x2cc	0
0x2d3	0x2d3	0
0x2d8	0x2d8	0
0x2df	0x2df	0
0x2e4	0x2e4	0
0x2eb	0x2eb	0
0x2f0	0x2f0	0
0x2f7	0x2f7	0
0x2fc	0x2fc	0
0x302	0x302	0
0x308	0x308	0
0x30d	0x30d	0
0x314	0x314	0
0x319	0x319	0
0x320	0x320	0
0x325	0x325	0
0x32c	0x32c	0
0x331	0x331	0
0x338	0x338	0
0x33d	0x33d	0
0x343	0x343	0
0x349	0x349	0
0x34e	0x34e	0
0x34f	0x34f	0
0x355	0x355	0
0x35a	0x35a	0
0x361	0x361	0
0x366	0x366	0
0x36d	0x36d	0
0x372	0x372	0
0x379	0x379	0
0x37e	0x37e	0
0x385	0x385	0
0x38a	0x38a	0
0x390	0x390	0
0x396	0x396	0
0x39b	0x39b	0
0x3a2	0x3a2	0
0x3a7	0x3a7	0
0x3ae	0x3ae	0
0x3b3	0x3b3	0
0x3ba	0x3ba	0
0x3bf	0x3bf	0
0x3c6	0x3c6	0
0x3cb	0x3cb	0
0x3d1	0x3d1	0
0x3d7	0x3d7	0
0x3dc	0x3dc	0
0x3dd	0x3dd	0
0x3e3	0x3e3	0
0x3e8	0x3e8	0
0x3e9	0x3e9	0
0x3ef	0x3ef	0
0x3f4	0x3f4	0
0x3fb	0x3fb	0
0x400	0x400	0
0x407	0x407	0
0x40c	0x40c	0
0x413	0x413	0
0x418	0x418	0
0x41f	0x41f	0
0x424	0x424	0
0x42a	0x42a	0
0x430	0x430	0
0x435	0x435	0
0x43c	0x43c	0
0x441	0x441	0
0x448	0x448	0
0x44d	0x44d	0
0x454	0x454	0
0x459	0x459	0
0x460	0x460	0
0x465	0x465	0
0x46b	0x46b	0
0x471	0x471	0
0x476	0x476	0
0x477	0x477	0
