0xf22	12	0x2b8f	5
0x190f	4	0x18c9	1
0x190f	4	0x1ed6	1
0x190f	4	0x2011	1
0x190f	4	0x231c	1
0x1b7f	21	0x10a4	2
0x25b2	18	0x1134	4
0x25b2	18	0x2ed3	4
0x25b2	18	0x2f44	4
0x2b2e	23	0x360a	7
0x2bdd	17	0xe30	1
0x2bdd	17	0xf50	1
0x2bdd	17	0xf5c	1
0x2bdd	17	0x115a	1
0x2bdd	17	0x1167	1
0x2bdd	17	0x1416	1
0x2bdd	17	0x1946	1
0x2bdd	17	0x1b04	1
0x2bdd	17	0x1f1c	1
0x2bdd	17	0x1f29	1
0x2bdd	17	0x2066	1
0x2bdd	17	0x2362	1
0x2bdd	17	0x289f	1
0x2bdd	17	0x2a2f	1
0x2bdd	17	0x2fc8	1
0x2bdd	17	0x31a1	1
0x2bdd	17	0x357d	1
0x2be1	4	0xe3d	1
0x2be1	4	0x49e6	1
0x2be1	4	0x4a2e	1
0x2be1	4	0x4bbf	1
0x301b	3	0x14ff	1
0x301b	3	0x1770	1
0x301b	3	0x287b	1
0x306d	4	0x1576	1
0x306d	4	0x3084	1
0x306d	4	0x3125	1
0x306d	4	0x321e	1
0x3736	7	0x2563	3
0x3736	7	0x2588	3
0x378f	17	0x34bf	8
