0x10ed
0xa32S0x426
0xd8dS0x60e
0x221bS0x1b7fS0xedbS0x616
0x221fS0x1b7fS0xedbS0x616
0x22ccS0x1b7fS0xedbS0x616
0x22e8S0x1b7fS0xedbS0x616
0x21f7S0x1b7fS0xedbS0x616
0x22d8S0x1b7fS0xedbS0x616
