0x0	__function_selector__
0x22c	name()
0x2a9	approve(address,uint256)
0x2e9	totalSupply()
0x303	transferFrom(address,address,uint256)
0x339	getRoleAdmin(bytes32)
0x356	grantRole(bytes32,address)
0x384	decimals()
0x3a2	cap()
0x3aa	renounceRole(bytes32,address)
0x3d6	beneficiary()
0x3fa	increaseAllowance(address,uint256)
0x426	unpause()
0x42e	mint(address,uint256)
0x45a	burn(uint256)
0x477	initialize(string,string)
0x5a4	paused()
0x5ac	balanceOf(address)
0x5d2	renounceOwnership()
0x5da	burnFrom(address,uint256)
0x606	initialize()
0x60e	pause()
0x616	release()
0x61e	owner()
0x626	getRoleMember(bytes32,uint256)
0x649	hasRole(bytes32,address)
0x675	symbol()
0x67d	DEFAULT_ADMIN_ROLE()
0x685	decreaseAllowance(address,uint256)
0x6b1	transfer(address,uint256)
0x6dd	releaseTime()
0x6e5	getRoleMemberCount(bytes32)
0x702	MINTER_ROLE()
0x70a	revokeRole(bytes32,address)
0x736	allowance(address,address)
0x764	PAUSER_ROLE()
0x76c	transferOwnership(address)
0x792	token()
0x79a	0x79a
0x84e	0x84e
0x94e	0x94e
0x95c	0x95c
0xa2b	0xa2b
0xa8a	0xa8a
0xb0f	0xb0f
0xb19	0xb19
0xc4e	0xc4e
0xd86	0xd86
0xde3	0xde3
0xf29	0xf29
0xf41	0xf41
0x1219	0x1219
0x121d	0x121d
0x1309	0x1309
0x1466	0x1466
0x14fd	0x14fd
0x1566	0x1566
0x15cf	0x15cf
0x17b9	0x17b9
0x18b5	0x18b5
0x1992	0x1992
0x19ae	0x19ae
0x1a61	0x1a61
0x1b7f	0x1b7f
0x1bd1	0x1bd1
0x1bdd	0x1bdd
0x1bf2	0x1bf2
0x1bfd	0x1bfd
0x1c08	0x1c08
0x1c1d	0x1c1d
0x1c32	0x1c32
0x1c74	0x1c74
0x1d14	0x1d14
0x1dec	0x1dec
0x1e97	0x1e97
0x1f7c	0x1f7c
0x2071	0x2071
0x216b	0x216b
0x238d	0x238d
0x23a9	0x23a9
0x242b	0x242b
0x2475	0x2475
0x253b	0x253b
0x2577	0x2577
0x25c6	0x25c6
0x2644	0x2644
0x2a81	()
0x2a81	fallback()
0x39ab	0x39ab
