0x8	0x10
0x27	0x167
0x32	0xce
0x3d	0x87
0x83	0x368b
0xca	0x36af
0xd6	0x120
0x11c	0x36d3
0x163	0x36f7
0x16f	0x20b
0x17a	0x1c4
0x1c0	0x371b
0x207	0x373f
0x213	0x25d
0x259	0x3763
0x2a6	0x3787
0x2b3	0x2bb
0x2cd	0xa1a
0x2d4	0x2db0x2d3
0x351	0x37a8
0x35e	0x366
0x378	0xb69
0x391	0x37db
0x39e	0x3a6
0x3b2	0xb87
0x3b7	0x37fc
0x3d1	0x382d
0x3d4	0xbfe
0x3f5	0x3868
0x402	0x40a
0x426	0xc0d
0x42b	0x389b
0x438	0x440
0x44c	0xc71
0x451	0x38cc
0x45e	0x466
0x469	0xc84
0x46e	0x475
0x471	0xcf0
0x48c	0x38ed
0x499	0x4a1
0x4ba	0x4c2
0x4cc	0x4d4
0x4ed	0x4f5
0x529	0xcf9
0x534	0x390e
0x541	0x549
0x55b	0xd63
0x560	0x3941
0x568	0x3962
0x56b	0xdc8
0x570	0x399d
0x57d	0x585
0x588	0xdd8
0x58d	0x39be
0x590	0xe2c
0x595	0x39f9
0x59d	0x3a2a
0x5a0	0xed7
0x5a5	0x2db0x5a4
0x5a8	0xf63
0x5ad	0x3a4b
0x5b0	0xf80
0x5b5	0x3a86
0x5b8	0xf8f
0x5bd	0x3ab9
0x5cb	0x5d3
0x61f	0x627
0x631	0x639
0x652	0x65a
0x6a4	0x6ac
0x6b6	0x6be
0x6d7	0x6df
0x716	0xf98
0x721	0x3ada
0x724	0x1731
0x729	0x3b0b
0x736	0x73e
0x74a	0x1737
0x74f	0x3b2c
0x75c	0x764
0x770	0x17630x74e
0x775	0x3b5d
0x782	0x78a
0x796	0x177e
0x79b	0x3b7e
0x7a3	0x3baf
0x7b0	0x7b8
0x7c4	0x17ea
0x7c9	0x3bd0
0x7d1	0x3bf1
0x7d9	0x3c12
0x7e6	0x7ee
0x7fa	0x1894
0x7ff	0x3c33
0x80c	0x814
0x820	0x1905
0x825	0x2db0x824
0x82d	0x3c54
0x83a	0x842
0x854	0x19d7
0x859	0x3c87
0x866	0x86e
0x880	0x1a3f
0x885	0x3cba
0x892	0x89a
0x8a6	0x1aa1
0x8ab	0x3cdb
0x8ae	0x1acb
0x8b3	0x3d16
0x8bb	0x3d47
0x8c8	0x8d0
0x8d3	0x1bd8
0x8d8	0x3d68
0x8e5	0x8ed
0x8ff	0x907
0x911	0x919
0x932	0x93a
0x96e	0x1c70
0x979	0x3d89
0x986	0x98e
0x99a	0x1d4e
0x99f	0x3daa
0x9a7	0x3dcb
0x9b4	0x9bc
0x9c8	0x1e65
0x9cd	0x3dfe
0x9da	0x9e2
0x9f6	0x1e7a
0x9fb	0x3e2f
0xa03	0x3e50
0xa06	0x1f85
0xa0b	0x3e8b
0xa0e	0x1f95
0xa13	0x3ebc
0xa16	0x1f9c
0xa22	0xa60
0xa61	0xa68
0xa7b	0xab3
0xab8	0x3ef7
0xb6c	0xb7d0x350
0xb6f	0xb76
0xb8f	0xbcd
0xbce	0xbd5
0xc18	0xc56
0xc57	0xc5e
0xc5f	0x3f1a
0xc65	0x21e5
0xc8c	0xcca
0xccb	0xcd2
0xcd4	0xcdb
0xcdc	0xce4
0xce5	0x3f41
0xd01	0xd3f
0xd40	0xd47
0xd49	0xd50
0xd51	0xd59
0xd5a	0x3f63
0xd66	0xb7d0x533
0xd69	0xd70
0xd72	0x3f86
0xd7a	0xd81
0xde0	0xe1e
0xe1f	0xe26
0xe5d	0x3fcb
0xe65	0x3fef
0xe92	0xe9a
0xea1	0xeae
0xebc	0xec4
0xec8	0x26fa0xe3c
0xedf	0xf1d
0xf1e	0xf25
0xf49	0xf50
0xfa5	0xfb1
0xfaa	0xfb1
0xfb3	0xfbf
0xfc0	0xffa
0x1009	0x1025
0x102d	0x106b
0x10a3	0x10ab
0x10b2	0x10bf
0x10e0	0x10e8
0x10ff	0x1107
0x1114	0x111c
0x112d	0x1135
0x114f	0x1162
0x115e	0x114a
0x1172	0x118f
0x11cb	0x11d3
0x11da	0x11e7
0x1208	0x1210
0x1227	0x122f
0x123c	0x1244
0x1255	0x125d
0x1277	0x128a
0x1286	0x1272
0x129a	0x12b7
0x12c6	0x1434
0x12e3	0x12fd
0x12f9	0x12de
0x132b	0x1345
0x1341	0x1326
0x1396	0x13b0
0x13ac	0x1391
0x13de	0x13f8
0x13f4	0x13d9
0x1430	0x15ca
0x1472	0x148c
0x1488	0x146d
0x14ba	0x14d4
0x14d0	0x14b5
0x1530	0x154a
0x1546	0x152b
0x1578	0x1592
0x158e	0x1573
0x15cb	0x15d4
0x16ef	0x16f6
0x1708	0x170f
0x1717	0x1726
0x1738	0x173f
0x177f	0x1786
0x17ab	0x17b2
0x17b3	0x17c5
0x17c1	0x4014
0x17c6	0x4036
0x17c9	0x17d0
0x17d1	0x405a
0x17dd	0x407f
0x17eb	0x17f2
0x189c	0x18da
0x18db	0x18e2
0x190d	0x194b
0x194c	0x1953
0x19da	0xb7d0x82c
0x19dd	0x19e4
0x19e6	0x40e6
0x1a07	0x1a0e
0x1a4a	0x1a88
0x1a89	0x1a90
0x1a91	0x410a
0x1aa2	0x1aa9
0x1b05	0x4130
0x1b27	0x1b2f
0x1b36	0x1b43
0x1b51	0x1b59
0x1b9e	0x1ba6
0x1bad	0x1bba
0x1bc8	0x1bd0
0x1bd4	0x26020x1ada
0x1be0	0x1c1e
0x1c1f	0x1c26
0x1c28	0x1c2f
0x1c30	0x1c38
0x1c39	0x4154
0x1c78	0x1cb6
0x1cb7	0x1cbe
0x1cc0	0x1cc7
0x1cc8	0x1cd0
0x1cea	0x4176
0x1d14	0x1d1c
0x1d23	0x1d30
0x1d3e	0x1d46
0x1d4a	0x24d00x8d7
0x1d4f	0x1d56
0x2062	0x209c
0x20a7	0x20e1
0x21e8	0x21f2
0x21f3	0x225d
0x21f7	0x21fe
0x21ff	0x4266
0x2235	0x223c
0x227c	0x2284
0x2285	0x428a
0x22f5	0x230b
0x22f8	0x22ff
0x2300	0x42ac
0x2304	0x42d1
0x230e	0x2317
0x2313	0x2c53
0x235a	0x2362
0x2369	0x2376
0x2384	0x238c
0x2395	0x24b9
0x239b	0x23a4
0x23f7	0x23ff
0x2406	0x2413
0x245c	0x2464
0x246b	0x2478
0x2486	0x248e
0x2495	0x249e
0x24a5	0x24b5
0x24a9	0x24b2
0x24bd	0x42f6
0x26fe	0x27090x26fa
0x2756	0x43c50x2753
0x2791	0x2ef00x2753
0x27a5	0x27b8
0x27b9	0x43eb
0x28c3	0x2901
0x2930	0x4430
0x29a2	0x2a29
0x2b01	0x2b3b
0x2b46	0x2b80
0x2b81	0x2b8b
0x2b8c	0x2bc8
0x2bee	0x2bf7
0x2c5e	0x2c98
0x2c99	0x2ca4
0x2ca5	0x2ce1
0x2cfe	0x2d07
0x2d94	0x2d9b
0x2de4	0x2dec
0x2df3	0x2e00
0x2e0e	0x2e16
0x2e1f	0x2e33
0x2e76	0x2e7e
0x2e85	0x2e92
0x2ea0	0x2ea8
0x2ead	0x2eb6
0x2ebb	0x2ec2
0x2ec3	0x2ecd
0x2ec9	0x2ee6
0x2ece	0x2ee3
0x2ed2	0x4543
0x2ed5	0x2edc
0x2ee7	0x4568
0x2eec	0x313d
0x3148	0x3198
0x3199	0x31a4
0x31a8	0x31b1
0x31ce	0x31d7
0x3ff1	0x27530xe3c
0x466d	0x47b4
0x466f	0x474d
0x4671	0x4750
0x4673	0x4753
0x4675	0x4756
0x4677	0x4759
0x4679	0x475c
0x467b	0x473b
0x467d	0x473e
0x467f	0x4741
0x4681	0x4744
0x4683	0x4747
0x4685	0x474a
0x4687	0x4729
0x4689	0x472c
0x468b	0x472f
0x468d	0x4732
0x468f	0x4735
0x4691	0x4738
0x4693	0x4717
0x4695	0x471a
0x4697	0x471d
0x4699	0x4720
0x469b	0x4723
0x469d	0x4726
0x469f	0x4705
0x46a1	0x4708
0x46a3	0x470b
0x46a5	0x470e
0x46a7	0x4711
0x46a9	0x4714
0x46ab	0x46f3
0x46ad	0x46f6
0x46af	0x46f9
0x46b1	0x46fc
0x46b3	0x46ff
0x46b5	0x4702
0x46b7	0x46e1
0x46b9	0x46e4
0x46bb	0x46e7
0x46bd	0x46ea
0x46bf	0x46ed
0x46c1	0x46f0
0x46c3	0x46cf
0x46c5	0x46d2
0x46c7	0x46d5
0x46c9	0x46d8
0x46cb	0x46db
0x46cd	0x46de
0xe3c0x2f46	0x2f4b0xe3c
0x27530x2f46	0x2f4b0x2753
0xe3c0x2f3b	0x29d60xe3c
0x27530x2f3b	0x29d60x2753
0xe3c0x2f2c	0x29ee0xe3c
