0x160	0x8abe957
0x190	0xc340a24
0x1c4	0x10adc3f5
0x1eb	0x1c74a301
0x1eb	0x42966c68
0x203	0x1e761681
0x228	0x2fce9884
0x26d	0x38af3eed
0x28f	0x5b1dbd80
0x2b4	0x75b4d78c
0x2db	0x80d85911
0x300	0x82e2fadb
0x335	0xaa6ca808
0x34d	0xb5677b42
0x365	0xbaef5dfd
0x38a	0xc1ff808d
0x3af	0xc25dd27a
0x3d4	0xdc070657
0x3f9	0xdecc1a86
0x41e	0xec2e0ab3
0x436	0xf2fde38b
0x45b	0xf9664603
0x480	0xfc6b3204
0x3b31	0x00000000
