0x12da
0x148e
0x1570
0x15f3
0x161c
0x162e
0x1640
0x1673
0x1685
0x1697
0x16a9
0x16c9
0x16f9
0x1729
0x1777
0x179c
0x180d
0x183d
0x1850
0x1860
0x1870
0x1880
0x18ad
0x18dd
0x1a4e
0x1a9e
0x1ab3
0x1ae9
