0x11f	0x00000000
0x19b	0x11cee36
0x1c6	0x700037d
0x1f3	0x22f3e2d4
0x215	0x2d06e5bf
0x22a	0x394e2d35
0x24a	0x547d0738
0x25f	0x5c19a95c
0x27f	0x5c60da1b
0x294	0x69b69ea7
0x2b4	0x7b0a47ee
0x2c9	0x8b876347
0x2e9	0x8da5cb5b
0x2fe	0x8f32d59b
0x313	0xb145a5b8
0x328	0xc8f33c91
0x33d	0xd69efdc5
0x35d	0xdf136d65
0x372	0xebe2b12b
0x387	0xf2fde38b
0x3a7	0xf30127a5
