0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0x3ff	0x43a
0x249f	0x24ad
0x27c8	0x2806
0x2bba	0x2bca
0x2e47	0x2e4f
0x2f38	0x2f41
0x5be5	0x5beb
0x3e8	0x823d
0x208	0x214
0x118	0x124
0xab	0xb7
0x7a	0x86
0xe7	0xf3
0x19b	0x1a7
0x16a	0x176
0x1d7	0x1e3
0x303	0x30f
0x296	0x2a2
0x265	0x271
0x2d2	0x2de
0x37b	0x387
0x34a	0x356
0x3b7	0x3c3
0x534c	0x535d
0x10bf	0x1117
0x34	0x3f
0x17d3	0x17e6
0x1de7	0x1e14
0x2067	0x207a
0x5645	0x5654
0x5756	0x5763
0x52a7	0x52c2
0x22c2	0x22d5
0x538c	0x53a3
0x4a	0x55
0x27b1	0x27c8
0x5bd7	0x5be5
0x2877	0x2886
0x118e	0x1193
0x1156	0x1161
0x33e8	0x33f8
0x5b94	0x5b9f
0x5a03	0x5a0f
0x1837	0x1850
0x18a2	0x18ae
0xd8	0xe3
0x299c	0x29b30x299c
0x208f	0x2098
0x20c2	0x20c8
0x20bf	0x20c2
0x5b75	0x5b88
0x230b	0x2332
0x2349	0x2370
0x2387	0x23ad
0x23e2	0x23ed
0x242d	0x243d
0x2484	0x249f
0x2565	0x2570
0x2501	0x2532
0x2548	0x2565
0x2845	0x2855
0x280a	0x2815
0x2842	0x2845
0x562d	0x563b
0x28d9	0x28e8
0x293a	0x298f0x2877
0x2b5b	0x2b62
0x2c10	0x2c27
0x2c67	0x2c70
0x2cad	0x2cbf
0x2cd4	0x2cdb
0x2d04	0x2d09
0x2d02	0x2d04
0x2d5b	0x2d66
0x3077	0x3084
0x2d9e	0x2db0
0x2dc5	0x2dcc
0x2eb1	0x2ebb
0x2ddb	0x2de2
0x2e3a	0x2e47
0x2e0a	0x2e24
0x2bb3	0x2bba
0x2ea6	0x2eac
0x2edb	0x2ee0
0x2ed8	0x2edb
0x2f2a	0x2f38
0x2fb1	0x2fb7
0x301b	0x302d
0x3ac8	0x3adf
0x3042	0x304a
0x3060	0x3066
0x305d	0x3060
0x475e	0x4790
0x308b	0x309d
0x30b2	0x30b9
0x322f	0x3241
0x311b	0x3126
0x315d	0x3167
0x5b4f	0x5b6e
0x4a05	0x4a0d
0x3220	0x3224
0x3256	0x325d
0x3274	0x3285
0x32a8	0x32b3
0x32e5	0x32e9
0x4812	0x481c
0x3433	0x3449
0x3484	0x34aa
0x34b7	0x34bc
0x3503	0x3514
0x3518	0x351d
0x35b1	0x35bc
0x35f9	0x3629
0x3661	0x366c
0x3699	0x369f
0x36b5	0x3709
0x3738	0x374d
0x375d	0x3763
0x3782	0x3787
0x37ce	0x37e3
0x37f3	0x37f9
0x3818	0x381d
0x386e	0x389c
0x38b3	0x38be
0x3905	0x3910
0x3927	0x393f
0x3af4	0x3afb
0x3b12	0x3b24
0x3b59	0x3b6f
0x3b73	0x3b7e
0x3b87	0x3b8c
0x4d69	0x4d78
0x3bb5	0x3bbc
0x3c22	0x3c29
0x3c40	0x3c52
0x3c87	0x3c9d
0x3ca1	0x3cac
0x3cb5	0x3cba
0x3cc4	0x3cca
0x40cd	0x40df
0x40f4	0x40fc
0x4105	0x410a
0x4144	0x4156
0x416b	0x4172
0x419b	0x41a0
0x4199	0x419b
0x41e7	0x41f0
0x4239	0x4244
0x3bf6	0x3c0d
0x42cf	0x42e1
0x42f6	0x42fe
0x4304	0x430a
0x4317	0x431b
0x47a5	0x47b0
0x47c5	0x47f5
0x481f	0x4825
0x483b	0x4841
0x485f	0x486a
0x4879	0x4888
0x4907	0x490d
0x4933	0x493b
0x4a14	0x4a1d
0x4a24	0x4a2f
0x4a55	0x4a5b
0x4a5b	0x4a64
0x4aa3	0x4aa9
0x4abe	0x4ac6
0x4ac9	0x4acf
0x4ad6	0x4ae1
0x4af5	0x4afb
0x4b27	0x4b32
0x4b54	0x4b5c
0x4bdc	0x4be2
0x4c08	0x4c10
0x4c25	0x4c32
0x4c42	0x4c48
0x4c3f	0x4c42
0x5beb	0x5bf7
0x823f	0x3ff
0x44a	0x452
0x475	0x47d
0x4a5	0x4ad
0x4c9	0x4d1
0x4de	0x4e6
0x512	0x51a
0x532	0x53a
0x548	0x550
0x568	0x570
0x588	0x590
0x59d	0x5a5
0x5d1	0x5d9
0x5ed	0x5f5
0x60d	0x615
0x62b	0x633
0x641	0x649
0x679	0x681
0x699	0x6a1
0x6b9	0x6c1
0x6d9	0x6e1
0x6f9	0x701
0x719	0x721
0x72e	0x736
0x744	0x74c
0x778	0x780
0x78e	0x796
0x7a4	0x7ac
0x7ca	0x7d2
0x7e0	0x7e8
0x7f6	0x7fe
0x80b	0x813
0x833	0x83b
0x853	0x85b
0x873	0x87b
0x889	0x891
0x8bf	0x8c7
0x8ec	0x8f4
0x937	0x93f
0x964	0x96c
0x984	0x98c
0x9a4	0x9ac
0x9ba	0x9c2
0x9d0	0x9d8
0x9f0	0x9f8
0xa05	0xa0d
0xa1b	0xa23
0xa31	0xa39
0xa51	0xa59
0xa84	0xa8c
0xa9a	0xaa2
0xaba	0xac2
0xada	0xae2
0xafa	0xb02
0xb10	0xb18
0xb26	0xb2e
0xb4d	0xb55
0xb6d	0xb75
0xb8d	0xb95
0xbad	0xbb5
0xbe1	0xbe9
0xc01	0xc09
0xc21	0xc29
0xc67	0xc6f
0xc7d	0xc85
0xc9d	0xca5
0xcb3	0xcbb
0x397d	0x39860x397d
0x2bea	0x2bf9
0x406f	0x4086
0x2b01	0x2b12
0x5c0c	0x5c19
0xc2	0xcd
0x124	0x12f
0x1e	0x29
0x29	0x34
0x55	0x60
0x6b	0x76
0x86	0x91
0x91	0x9c
0x9c	0xa7
0xb7	0xc2
0xcd	0xd8
0xf3	0xfe
0xfe	0x109
0x109	0x114
0x12f	0x13a
0x13a	0x145
0x145	0x150
0x150	0x15b
0x15b	0x166
0x176	0x181
0x181	0x18c
0x18c	0x197
0x1a7	0x1b2
0x1b2	0x1bd
0x1bd	0x1c8
0x1c8	0x1d3
0x1e3	0x1ee
0x1ee	0x1f9
0x1f9	0x204
