0x0	__function_selector__
0x133	()
0x133	fallback()
0x135	multisendToken(address,address[],uint256[])
0x1f1	initialized()
0x220	setDiscountStep(uint256)
0x24d	claimOwnership()
0x264	version()
0x2f4	currentFee(address)
0x34b	implementation()
0x3a2	setFee(uint256)
0x3cf	upgradeabilityOwner()
0x426	destroy()
0x43d	owner()
0x494	multisendEther(address[],uint256[])
0x530	arrayLimit()
0x55b	txCount(address)
0x5b2	initialize(address)
0x5f5	fee()
0x620	claimTokens(address)
0x663	pendingOwner()
0x6ba	sendEtherToOwner()
0x6d1	discountStep()
0x6fc	setArrayLimit(uint256)
0x729	discountRate(address)
0x780	transferOwnership(address)
0x7c3	0x7c3
0xa70	0xa70
0xad5	0xad5
0xdf5	0xdf5
0xe97	0xe97
0xf0d	0xf0d
0x1040	0x1040
0x10b8	0x10b8
0x1281	0x1281
0x1345	0x1345
0x1501	0x1501
0x1559	0x1559
0x1893	0x1893
0x190b	0x190b
0x19b3	0x19b3
0x1a0b	0x1a0b
0x1ab4	0x1ab4
0x1bf3	0x1bf3
0x1c11	0x1c11
0x1d19	0x1d19
0x1e62	0x1e62
