0x0	__function_selector__
0xfa	setDiggPegRewards(address,uint256,uint256)
0x10f	getRoleAdmin(bytes32)
0x138	grantRole(bytes32,address)
0x14b	renounceRole(bytes32,address)
0x15e	initialize(address,address)
0x171	unlockSchedules(address,uint256)
0x196	setUnlockSchedule(address,address,uint256,uint256,uint256,uint256)
0x1a9	getUnlockSchedulesFor(address,address)
0x1c9	getRoleMember(bytes32,uint256)
0x1e9	hasRole(bytes32,address)
0x209	DEFAULT_ADMIN_ROLE()
0x211	getAllUnlockSchedulesFor(address)
0x224	getRoleMemberCount(bytes32)
0x237	revokeRole(bytes32,address)
0x24a	MANAGER_ROLE()
0x2ee	0x2ee
0x328	0x328
0x336	0x336
0x378	0x378
0x5b2	0x5b2
0x791	0x791
0x7b0	0x7b0
0x7cd	0x7cd
0x886	0x886
0x89d	0x89d
0x8e9	0x8e9
0x8ed	0x8ed
0x956	0x956
0x9bf	0x9bf
0x9c5	0x9c5
0xa58	0xa58
0xa64	0xa64
0xa79	0xa79
0xa84	0xa84
0xa99	0xa99
0xaae	0xaae
0xb74	0xb74
0xb90	0xb90
0xbda	0xbda
0xca0	0xca0
0xce8	0xce8
0xcff	0xcff
0xd1a	0xd1a
0xe01	0xe01
0xe19	0xe19
0xeec	0xeec
0x1015	0x1015
0x108a	0x108a
0x11aa	()
0x11aa	fallback()
