0x40	0x41
0x0	0x2
0x60	0x63
0x4	0x5
0x2	0x4
0x5	0x7
0x7	0x8
0x8	0xb
0xb	0xc
0xc	0xe
0xe	0x12
0x15	0x16
0x16	0x18
0x19	0x1c
0x1c	0x1d
0x1d	0x1e
0x1e	0x21
0x22	0x25
0x28	0x2c
0x2c	0x2e
0x2e	0x30
0x30	0x36
0x36	0x38
0x38	0x3a
0x3a	0x40
0x41	0x43
0x43	0x49
0x49	0x50
0x50	0x51
0x51	0x52
0x52	0x55
0x56	0x59
0x5d	0x60
0x63	0x66
0x66	0x67
0x67	0x68
0x68	0x6b
0x6c	0x6f
0x72	0x74
0x74	0x77
0x77	0x79
0x79	0x7a
0x7a	0x7b
0x7b	0x82
0x82	0x83
0x83	0x84
0x84	0x85
0x85	0x88
0x89	0x8c
0x91	0x94
0x94	0x9b
0x9b	0x9d
0x9d	0x9f
0x9f	0xa4
0xa4	0xa9
0xa9	0xaa
0xaa	0xab
0xab	0xae
0xb1	0xb2
0xb2	0xb5
0xb5	0xb6
0xb7	0xba
0xba	0xbd
0xbd	0xc0
0xca	0xcc
0xcc	0xce
0xce	0xd0
0xd0	0xd1
0xd1	0xd4
0xd7	0xd9
0xd9	0xda
0xda	0xdd
0xdd	0xdf
0xdf	0xe0
0xe0	0xe3
0xe3	0xe4
0xe4	0xe5
0xe5	0xe6
0xe6	0xe8
0xe9	0xeb
0xeb	0xf0
0xf0	0xf2
0xf8	0xfa
0xfa	0x11b
0x11b	0x11d
0x11d	0x11e
0x11e	0x11f
0x11f	0x121
0x121	0x122
0x122	0x143
0x143	0x145
0x145	0x146
0x146	0x147
0x147	0x14a
0x14d	0x151
0x151	0x154
0x154	0x156
0x156	0x157
0x157	0x159
0x159	0x15a
0x15c	0x15f
0x15f	0x160
0x160	0x161
0x161	0x162
0x162	0x165
0x166	0x169
0x169	0x17e
0x17e	0x180
0x180	0x182
0x182	0x186
0x186	0x188
0x188	0x18a
0x18a	0x190
0x190	0x193
0x193	0x194
0x194	0x197
0x199	0x19b
0x19c	0x19f
0x19f	0x1a2
0x1a2	0x1a5
0x1a5	0x1a8
0x1a8	0x1ab
0x1ab	0x1ae
0x1ae	0x1b1
0x1b3	0x1b6
0x1b6	0x1b8
0x1b8	0x1b9
0x1b9	0x1bc
0x1bc	0x1bd
0x1bd	0x1bf
0x1bf	0x1c1
0x1c1	0x1c2
0x1c2	0x1c5
0x1c5	0x1c6
0x1c6	0x1c9
0x1c9	0x1cb
0x1d4	0x1d8
0x1d8	0x1da
0x1da	0x1dc
0x1dc	0x1df
0x1df	0x1e2
0x1e2	0x1e3
0x1e3	0x1e7
0x1e7	0x1e9
0x1e9	0x1ec
0x1ec	0x1ed
0x1ed	0x1f0
0x1f1	0x1f3
0x1f3	0x1f6
0x1f6	0x1f8
0x1f8	0x1f9
0x1f9	0x1fb
0x1fb	0x1fc
0x1fc	0x1fd
0x1fd	0x1ff
0x1ff	0x200
0x200	0x202
0x203	0x205
0x206	0x207
0x207	0x209
0x209	0x20c
0x20c	0x20d
0x20e	0x211
0x213	0x21d
0x21d	0x220
0x221	0x224
0x22a	0x22c
0x22c	0x24d
0x24d	0x24f
0x24f	0x250
0x250	0x251
0x251	0x253
0x253	0x254
0x254	0x275
0x275	0x277
0x277	0x278
0x278	0x279
0x279	0x27c
0x27f	0x283
0x283	0x286
0x286	0x288
0x288	0x289
0x289	0x28b
0x28b	0x28c
0x291	0x294
0x296	0x29a
0x29a	0x29d
0x29d	0x29f
0x29f	0x2a0
0x2a0	0x2a3
0x2a3	0x2a4
0x2a4	0x2a6
0x2a6	0x2a7
0x2a9	0x2ac
0x2ad	0x2af
0x2af	0x2b0
0x2b0	0x2d2
0x2d3	0x2d5
0x2d5	0x2d8
0x2d8	0x2da
0x2da	0x2dd
0x2dd	0x2df
0x2e0	0x2e3
0x2e4	0x2e6
0x2e6	0x2e8
0x2e8	0x2eb
0x2eb	0x2ee
0x2ef	0x2f1
0x2f1	0x2f5
0x2f5	0x2f7
0x2f7	0x2fa
0x2fa	0x2fc
0x2fe	0x300
0x300	0x321
0x321	0x323
0x323	0x328
0x32d	0x32f
0x32f	0x350
0x350	0x352
0x352	0x357
0x35c	0x360
0x360	0x363
0x363	0x366
0x366	0x36d
0x36f	0x373
0x373	0x376
0x376	0x378
0x379	0x37b
0xc0	0xca
0x15a	0x15c
0x1b1	0x1b3
0x211	0x213
0x28c	0x291
0x294	0x296
0x2a7	0x2a9
0x32b	0x32d
0x35a	0x35c
0x36d	0x36f
0x21	0x22
0x55	0x56
0x6b	0x6c
0x88	0x89
0xae	0xb1
0xd4	0xd7
0x14a	0x14b
0x165	0x166
0x197	0x199
0x1f0	0x1f1
0x220	0x221
0x27c	0x27d
0x2ac	0x2ad
0x25	0x28
0x59	0x5d
0x6f	0x72
0x8c	0x90
0x224	0x22a
0x2fc	0x2fe
0x12	0x15
0x2ee	0x2ef
0x378	0x379
0x18	0x19
0x90	0x91
0xb6	0xb7
0xe8	0xe9
0xf2	0xf8
0x19b	0x19c
0x1cb	0x1d4
0x202	0x203
0x205	0x206
0x2d2	0x2d3
0x2df	0x2e0
0x2e3	0x2e4
0x328	0x32b
0x357	0x35a
0x20d	0x20e
0x14b	0x14d
0x27d	0x27f
