0x7b	0x00000000
0xfe	0x26782247
0x12f	0x396f7b23
0x144	0x5c60da1b
0x159	0xb71d1a0c
0x19e	0xc1e80334
0x1b3	0xe992a041
0x1e6	0xe9c714f2
0x1fb	0xf851a440
