0x896	0x8e9
0x9ff	0xa83
0xc46	0xc50
0xc55	0xc55
0xca7	0xd0e
0xdbf	0xe38
0xe46	0xea3
0xf17	0xf33
0xf3a	0xf6b
0xfa1	0xfb2
0xfb9	0xfb9
0x1007	0x1007
0x103c	0x105b
0x9ff	0x1459
0xb8c	0x14cc
0xca7	0x1516
0xdbf	0x15ab
0xe46	0x15f6
0x1060	0x1640
0xd1c	0xd8a0xd1c
0xe46	0xd8a0xe46
0xeb0	0xd8a0xeb0
0xd1c	0x15610xd1c
0xe46	0x15610xe46
0xeb0	0x15610xeb0
