0x13c	0x6fdde03
0x1bf	0x95ea7b3
0x225	0x18160ddd
0x243	0x23b872dd
0x2c9	0x253279ad
0x432	0x313ce567
0x456	0x39509351
0x4bc	0x3f4ba83a
0x4c6	0x40c10f19
0x52c	0x42966c68
0x55a	0x5c975abb
0x57c	0x70a08231
0x5d4	0x715018a6
0x5de	0x79cc6790
0x62c	0x8456cb59
0x636	0x8da5cb5b
0x680	0x95d89b41
0x703	0xa457c2d7
0x769	0xa9059cbb
0x7cf	0xdd62ed3e
0x847	0xf2fde38b
0x2976	0x00000000
