0x227f	0x34e7	0	Regular
0x674	0x1b3d	0	Regular
0x213b	0x21f9	0	Regular
0x3737	0x34e7	0	Regular
0x351fB0x27fd	0x21f9	0	Regular
0x351fB0x318f	0x21f9	0	Regular
0x351fB0x3ad1	0x21f9	0	Regular
0x351fB0x2627	0x21f9	0	Regular
0x351fB0x28a7	0x21f9	0	Regular
0x351fB0x2966	0x21f9	0	Regular
0x351fB0x2f3c	0x21f9	0	Regular
0x351fB0x2f9a	0x21f9	0	Regular
0x351fB0x31e1	0x21f9	0	Regular
0x351fB0x3a4d	0x21f9	0	Regular
0x351fB0x3b7b	0x21f9	0	Regular
0x998B0x418	0x21f9	0	Regular
0x2a40B0x518a	0x21f9	0	Regular
0x351fB0x2a7dB0x518a	0x21f9	0	Regular
0x1465B0x5df	0x21f9	0	Regular
0x351fB0x3d97B0x3561B0x27eb	0x21f9	0	Regular
0x2a40B0x562dB0x4b4	0x21f9	0	Regular
0x351fB0x2a7dB0x562dB0x4b4	0x21f9	0	Regular
