0x0	0xc
0x1a	0x2b
0x785	0x7c8
0xba0	0xbb0
0x1e5c	0x1e83
0x1e83	0x1e93
0x1f11	0x1f1c
0x2373	0x2381
0x2468	0x2478
0x2518	0x2527
0x264b	0x2658
0x2b80	0x2b89
0x382e	0x383c
0x388e	0x389e
0x393e	0x394d
0x3a71	0x3a7e
0x10	0x1a
0x1d3	0x1df
0x104	0x110
0xa2	0xae
0x7c	0x88
0xde	0xea
0x171	0x17d
0x14b	0x157
0x1ad	0x1b9
0x2ad	0x2b9
0x24b	0x257
0x225	0x231
0x287	0x293
0x31a	0x326
0x2f4	0x300
0x356	0x362
0x776	0x785
0x7f6	0x83c
0x8aa	0x8bd
0x41f9	0x420a
0x9c9	0x9dc
0x445d	0x446c
0x10e6	0x10f9
0x12a9	0x12bc
0x1364	0x13aa
0x140b	0x141e
0x1601	0x1614
0x1952	0x1965
0x4239	0x4250
0x1b3d	0x1b53
0x1cbb	0x1cce
0x1d54	0x1d63
0x36	0x41
0xb91	0xb96
0xbb1	0xbed
0xbf1	0xbfc
0xc29	0xc3a
0xc3b	0xc77
0xc7b	0xc86
0xcb3	0xcbe
0xcf2	0xd06
0xd0a	0xd15
0xb96	0xba0
0x13da	0x13df
0x1618	0x1623
0x1b6a	0x1b7c
0x1baf	0x1bc3
0x1bc7	0x1bd2
0x1bff	0x1c04
0x2fb8	0x2fc7
0x1cd2	0x1cdd
0x1e01	0x1e15
0x1e19	0x1e24
0x1e51	0x1e5c
0x1ebf	0x1ed4
0x1e93	0x1eb1
0x1ed8	0x1ef3
0x1f02	0x1f08
0x1f67	0x1f6a
0x1f1d	0x1f46
0x1f08	0x1f11
0x1fa8	0x1fbc
0x1fc0	0x1fcb
0x1ff8	0x2003
0x1f6a	0x1f73
0x2056	0x2065
0x210a	0x2119
0x21f9	0x2205
0x1d9f	0x1dad0x1d9f
0x2230	0x2239
0x2271	0x227f
0x2287	0x228a
0x34e7	0x34f3
0x27e1	0x27eb
0x22c5	0x22cb
0x22b2	0x22c5
0x22cf	0x22dc
0x2310	0x2324
0x2328	0x2333
0x2360	0x2373
0x240f	0x241e
0x240c	0x240f
0x245f	0x2468
0x27d7	0x27d9
0x250e	0x2518
0x24ba	0x24d0
0x24d4	0x24df
0x250c	0x250e
0x2737	0x2745
0x2634	0x2641
0x2528	0x2564
0x2568	0x2573
0x25a0	0x25ae
0x25af	0x25eb
0x25ef	0x25fa
0x2645	0x264b
0x26ec	0x26fa
0x272e	0x2731
0x27ca	0x27d2
0x27c7	0x27ca
0x228a	0x2294
0x27f4	0x27fd
0x2935	0x2942
0x2838	0x284c
0x2850	0x285b
0x2888	0x288f
0x35a9	0x35b1
0x28de	0x28f4
0x28f8	0x2903
0x2930	0x2935
0x2944	0x294a
0x29db	0x29ec
0x2af0	0x2af80x2af0
0x29d1	0x29db
0x2b77	0x2b80
0x2bdb	0x2bef
0x2bf3	0x2bfe
0x2c71	0x2c85
0x2c89	0x2c94
0x2cc1	0x2cc8
0x2d29	0x2d3d
0x2d41	0x2d4c
0x2d79	0x2d8c
0x2e11	0x2e1b
0x2db9	0x2dcf
0x2dd3	0x2dde
0x2e46	0x2e7d
0x2e81	0x2e8c
0x2eb9	0x2ebb
0x2eec	0x2f00
0x2f04	0x2f0f
0x2f48	0x2f5e
0x2f63	0x2f69
0x2fa0	0x2fa9
0x3077	0x30b0
0x30b4	0x30bf
0x30ec	0x3125
0x3129	0x3134
0x3161	0x316b
0x3176	0x3183
0x3189	0x318f
0x31aa	0x31b1
0x319a	0x31a5
0x31a8	0x31aa
0x31bf	0x31c7
0x31ee	0x31f5
0x31f9	0x31fb
0x3631	0x3636
0x35df	0x35f3
0x35f7	0x3602
0x362f	0x3631
